id,seniority,domain,years_experience,strong_skills,medium_skills,weak_skills,education,projects_count
res_1652,Entry,Frontend,2,"['JavaScript', 'Svelte', 'CSS3', 'React']","['Next.js', 'Angular', 'HTML5']","['Communication', 'Project Management']",Master,2
res_1653,Entry,Full-Stack,2,"['React', 'Node.js', 'Express', 'Angular']",[],"['Communication', 'Problem Solving']",Bootcamp,3
res_1654,Mid,Full-Stack,4,"['Angular', 'Node.js', 'React', 'Express']",[],"['Problem Solving', 'Communication']",Master,5
res_1655,Entry,Frontend,3,"['React', 'JavaScript', 'Svelte', 'CSS3']","['HTML5', 'Vue.js', 'Angular']","['Project Management', 'Mentoring']",Master,2
res_1656,Senior,Frontend,7,"['CSS3', 'Vue.js', 'Angular', 'HTML5']","['Tailwind CSS', 'React', 'Next.js']","['Project Management', 'Leadership']",Bootcamp,5
res_1657,Principal,Backend,13,"['Express', 'TypeScript', 'Rails', 'Python']","['JavaScript', 'Spring Boot', 'FastAPI']","['Communication', 'Leadership']",Master,2
res_1658,Entry,Data,3,"['PyTorch', 'Pandas', 'Kafka', 'Spark']","['NumPy', 'TensorFlow', 'Scikit-learn']","['Leadership', 'Problem Solving']",Bachelor,7
res_1659,Principal,Backend,14,"['Django', 'Node.js', 'TypeScript', 'ASP.NET']","['JavaScript', 'FastAPI', 'Rails']","['Project Management', 'Problem Solving']",Bootcamp,3
res_1660,Mid,Data,3,"['Kafka', 'PyTorch', 'Spark', 'NumPy']","['Scikit-learn', 'TensorFlow', 'Pandas']","['Leadership', 'Communication']",Master,2
res_1661,Senior,Frontend,10,"['JavaScript', 'Angular', 'Python', 'CSS3']","['Tailwind CSS', 'React', 'Next.js']","['Leadership', 'Problem Solving']",Bachelor,4
res_1662,Senior,Backend,9,"['TypeScript', 'Django', 'Flask', 'JavaScript']","['ASP.NET', 'Express', 'Python']","['Leadership', 'Communication']",Master,7
res_1663,Principal,Backend,12,"['Python', 'TypeScript', 'Flask', 'Spring Boot']","['JavaScript', 'Rails', 'FastAPI']","['Communication', 'Project Management']",Master,5
res_1664,Principal,Data,12,"['PyTorch', 'Kafka', 'TensorFlow', 'Pandas']","['Spark', 'NumPy', 'Scikit-learn']","['Problem Solving', 'Communication']",Bootcamp,2
res_1665,Principal,Backend,12,"['Python', 'Spring Boot', 'ASP.NET', 'TypeScript']","['JavaScript', 'Node.js', 'Flask']","['Communication', 'Mentoring']",Bachelor,7
res_1666,Mid,Frontend,4,"['Python', 'React', 'Next.js', 'Angular']","['Vue.js', 'HTML5', 'CSS3']","['Leadership', 'Communication']",Bachelor,3
res_1667,Entry,Data,2,"['TensorFlow', 'Pandas', 'PyTorch', 'Kafka']","['Spark', 'NumPy', 'Scikit-learn']","['Project Management', 'Communication']",Master,3
res_1668,Senior,Frontend,7,"['CSS3', 'React', 'Svelte', 'JavaScript']","['Next.js', 'Angular', 'Python']","['Leadership', 'Mentoring']",Bachelor,5
res_1669,Senior,Backend,7,"['TypeScript', 'FastAPI', 'Django', 'JavaScript']","['Rails', 'Node.js', 'Python']","['Communication', 'Leadership']",Master,6
res_1670,Entry,Full-Stack,1,"['Angular', 'Node.js', 'React', 'Express']",[],"['Project Management', 'Problem Solving']",Bootcamp,6
res_1671,Senior,Frontend,7,"['CSS3', 'Python', 'JavaScript', 'Angular']","['HTML5', 'Tailwind CSS', 'Vue.js']","['Communication', 'Project Management']",Bachelor,3
res_1672,Senior,DevOps,10,"['AWS', 'Terraform', 'GCP', 'Docker']","['Kubernetes', 'Jenkins', 'GitHub Actions']","['Mentoring', 'Leadership']",Master,2
res_1673,Senior,Frontend,7,"['Svelte', 'HTML5', 'Python', 'Next.js']","['CSS3', 'JavaScript', 'Angular']","['Leadership', 'Problem Solving']",Master,4
res_1674,Entry,Full-Stack,3,"['Node.js', 'Angular', 'Express', 'React']",[],"['Project Management', 'Problem Solving']",Master,4
res_1675,Mid,Full-Stack,4,"['Express', 'React', 'Node.js', 'Angular']",[],"['Problem Solving', 'Mentoring']",Bootcamp,4
res_1676,Entry,Frontend,2,"['CSS3', 'JavaScript', 'React', 'Vue.js']","['Python', 'Svelte', 'Tailwind CSS']","['Communication', 'Project Management']",Master,7
res_1677,Senior,DevOps,10,"['GCP', 'Kubernetes', 'GitHub Actions', 'Jenkins']","['AWS', 'Docker', 'Terraform']","['Leadership', 'Project Management']",Bachelor,7
res_1678,Mid,Frontend,5,"['CSS3', 'Vue.js', 'Tailwind CSS', 'JavaScript']","['Angular', 'Next.js', 'Python']","['Leadership', 'Problem Solving']",Bachelor,6
res_1679,Mid,Data,6,"['TensorFlow', 'Pandas', 'PyTorch', 'NumPy']","['Scikit-learn', 'Kafka', 'Spark']","['Mentoring', 'Project Management']",Master,4
res_1680,Mid,Data,6,"['Scikit-learn', 'TensorFlow', 'NumPy', 'Kafka']","['PyTorch', 'Spark', 'Pandas']","['Mentoring', 'Project Management']",Master,3
res_1681,Senior,Backend,8,"['Rails', 'Django', 'ASP.NET', 'Python']","['FastAPI', 'Node.js', 'Flask']","['Leadership', 'Mentoring']",Bootcamp,4
res_1682,Entry,Full-Stack,3,"['Angular', 'Express', 'React', 'Node.js']",[],"['Mentoring', 'Communication']",Bootcamp,2
res_1683,Senior,Backend,7,"['Flask', 'Python', 'Rails', 'Express']","['Django', 'TypeScript', 'Spring Boot']","['Leadership', 'Communication']",Master,5
res_1684,Entry,Backend,0,"['Django', 'Spring Boot', 'TypeScript', 'ASP.NET']","['Python', 'FastAPI', 'Flask']","['Leadership', 'Project Management']",Bachelor,8
res_1685,Entry,Backend,1,"['ASP.NET', 'FastAPI', 'Rails', 'Flask']","['Node.js', 'Express', 'Python']","['Communication', 'Mentoring']",Master,3
res_1686,Mid,Frontend,4,"['HTML5', 'Svelte', 'Next.js', 'CSS3']","['Tailwind CSS', 'Angular', 'React']","['Problem Solving', 'Project Management']",Bootcamp,4
res_1687,Principal,DevOps,13,"['GCP', 'Azure', 'Jenkins', 'Terraform']","['Kubernetes', 'GitHub Actions', 'AWS']","['Project Management', 'Leadership']",Bootcamp,8
res_1688,Entry,DevOps,3,"['Terraform', 'GitHub Actions', 'Jenkins', 'Kubernetes']","['GCP', 'Docker', 'AWS']","['Mentoring', 'Leadership']",Bachelor,8
res_1689,Principal,DevOps,12,"['Kubernetes', 'Jenkins', 'AWS', 'GitHub Actions']","['GCP', 'Azure', 'Terraform']","['Project Management', 'Problem Solving']",Bootcamp,2
res_1690,Mid,Full-Stack,4,"['React', 'Node.js', 'Express', 'Angular']",[],"['Problem Solving', 'Communication']",Bachelor,4
res_1691,Entry,Data,1,"['Scikit-learn', 'Kafka', 'PyTorch', 'Spark']","['Pandas', 'NumPy', 'TensorFlow']","['Project Management', 'Mentoring']",Bootcamp,2
res_1692,Senior,Frontend,9,"['Tailwind CSS', 'Angular', 'Next.js', 'HTML5']","['Vue.js', 'React', 'CSS3']","['Project Management', 'Mentoring']",Master,4
res_1693,Mid,Backend,4,"['Django', 'FastAPI', 'Spring Boot', 'Express']","['JavaScript', 'Rails', 'Flask']","['Mentoring', 'Problem Solving']",Bachelor,5
res_1694,Entry,Full-Stack,2,"['React', 'Express', 'Angular', 'Node.js']",[],"['Communication', 'Project Management']",Bootcamp,5
res_1695,Principal,DevOps,13,"['GCP', 'AWS', 'Docker', 'Kubernetes']","['Terraform', 'Azure', 'Jenkins']","['Leadership', 'Problem Solving']",Bootcamp,6
res_1696,Senior,Data,8,"['NumPy', 'Spark', 'TensorFlow', 'Scikit-learn']","['Pandas', 'PyTorch', 'Kafka']","['Mentoring', 'Communication']",Bachelor,4
res_1697,Entry,Full-Stack,1,"['Angular', 'Node.js', 'Express', 'React']",[],"['Problem Solving', 'Communication']",Bachelor,3
res_1698,Senior,Frontend,8,"['Angular', 'Next.js', 'Vue.js', 'Svelte']","['JavaScript', 'React', 'Tailwind CSS']","['Communication', 'Mentoring']",Bootcamp,8
res_1699,Entry,Backend,2,"['FastAPI', 'Express', 'Node.js', 'JavaScript']","['Django', 'Python', 'Flask']","['Mentoring', 'Communication']",Master,3
res_1700,Mid,Frontend,4,"['JavaScript', 'Next.js', 'React', 'Python']","['HTML5', 'Vue.js', 'Svelte']","['Mentoring', 'Communication']",Bootcamp,6
res_1701,Mid,Backend,6,"['JavaScript', 'Node.js', 'TypeScript', 'Python']","['Django', 'Flask', 'FastAPI']","['Mentoring', 'Problem Solving']",Bootcamp,2
res_1702,Principal,Backend,12,"['JavaScript', 'Express', 'FastAPI', 'Spring Boot']","['Rails', 'TypeScript', 'Flask']","['Mentoring', 'Communication']",Bootcamp,7
res_1703,Entry,Full-Stack,1,"['Angular', 'Express', 'Node.js', 'React']",[],"['Problem Solving', 'Mentoring']",Master,3
res_1704,Senior,Full-Stack,9,"['React', 'Express', 'Node.js', 'Angular']",[],"['Communication', 'Project Management']",Bootcamp,2
res_1705,Principal,Data,13,"['Pandas', 'Spark', 'Kafka', 'Scikit-learn']","['TensorFlow', 'PyTorch', 'NumPy']","['Problem Solving', 'Communication']",Bachelor,8
res_1706,Entry,Full-Stack,1,"['Express', 'Node.js', 'Angular', 'React']",[],"['Project Management', 'Problem Solving']",Bachelor,2
res_1707,Mid,DevOps,4,"['Azure', 'GCP', 'Jenkins', 'GitHub Actions']","['Terraform', 'AWS', 'Kubernetes']","['Mentoring', 'Leadership']",Master,3
res_1708,Mid,Full-Stack,6,"['Angular', 'Express', 'React', 'Node.js']",[],"['Leadership', 'Mentoring']",Bachelor,6
res_1709,Senior,Backend,8,"['Django', 'FastAPI', 'Python', 'ASP.NET']","['Rails', 'Node.js', 'JavaScript']","['Project Management', 'Communication']",Master,4
res_1710,Entry,Data,3,"['PyTorch', 'Spark', 'Scikit-learn', 'NumPy']","['Kafka', 'Pandas', 'TensorFlow']","['Mentoring', 'Leadership']",Bachelor,3
res_1711,Principal,Backend,14,"['ASP.NET', 'FastAPI', 'Django', 'Flask']","['TypeScript', 'Spring Boot', 'JavaScript']","['Leadership', 'Problem Solving']",Bootcamp,6
res_1712,Entry,Data,0,"['NumPy', 'Kafka', 'TensorFlow', 'Scikit-learn']","['PyTorch', 'Spark', 'Pandas']","['Project Management', 'Problem Solving']",Bootcamp,6
res_1713,Principal,DevOps,14,"['AWS', 'Docker', 'Azure', 'GitHub Actions']","['Jenkins', 'GCP', 'Kubernetes']","['Mentoring', 'Project Management']",Bachelor,8
res_1714,Principal,Data,13,"['NumPy', 'Spark', 'TensorFlow', 'Kafka']","['PyTorch', 'Pandas', 'Scikit-learn']","['Problem Solving', 'Leadership']",Bachelor,5
res_1715,Principal,Data,12,"['Scikit-learn', 'NumPy', 'PyTorch', 'Kafka']","['TensorFlow', 'Spark', 'Pandas']","['Mentoring', 'Communication']",Bootcamp,2
res_1716,Mid,Data,6,"['NumPy', 'Spark', 'Kafka', 'PyTorch']","['TensorFlow', 'Pandas', 'Scikit-learn']","['Communication', 'Mentoring']",Bootcamp,5
res_1717,Mid,Backend,6,"['Node.js', 'FastAPI', 'Rails', 'Flask']","['Express', 'Spring Boot', 'TypeScript']","['Mentoring', 'Project Management']",Bachelor,4
res_1718,Entry,Frontend,1,"['Tailwind CSS', 'Next.js', 'Svelte', 'HTML5']","['CSS3', 'React', 'Python']","['Communication', 'Project Management']",Bootcamp,6
res_1719,Entry,Backend,3,"['ASP.NET', 'Django', 'Express', 'Rails']","['Node.js', 'Python', 'TypeScript']","['Project Management', 'Leadership']",Master,5
res_1720,Entry,Full-Stack,3,"['Angular', 'Node.js', 'Express', 'React']",[],"['Communication', 'Project Management']",Master,7
res_1721,Mid,Backend,3,"['Python', 'ASP.NET', 'FastAPI', 'Spring Boot']","['Flask', 'Rails', 'Express']","['Communication', 'Problem Solving']",Bootcamp,6
res_1722,Senior,Backend,7,"['Spring Boot', 'FastAPI', 'TypeScript', 'Flask']","['Express', 'Rails', 'ASP.NET']","['Mentoring', 'Problem Solving']",Bachelor,7
res_1723,Senior,Full-Stack,10,"['Express', 'Node.js', 'Angular', 'React']",[],"['Leadership', 'Problem Solving']",Bootcamp,7
res_1724,Principal,Frontend,12,"['JavaScript', 'Next.js', 'Svelte', 'Python']","['HTML5', 'Angular', 'CSS3']","['Problem Solving', 'Communication']",Bootcamp,3
res_1725,Entry,Full-Stack,2,"['Angular', 'Express', 'React', 'Node.js']",[],"['Communication', 'Problem Solving']",Bootcamp,8
res_1726,Senior,Full-Stack,9,"['Express', 'Node.js', 'React', 'Angular']",[],"['Project Management', 'Problem Solving']",Bootcamp,3
res_1727,Mid,Backend,5,"['Rails', 'Django', 'Express', 'Python']","['Spring Boot', 'TypeScript', 'FastAPI']","['Communication', 'Problem Solving']",Bachelor,7
res_1728,Principal,Backend,13,"['Django', 'Python', 'Spring Boot', 'Rails']","['Node.js', 'ASP.NET', 'Flask']","['Mentoring', 'Leadership']",Bachelor,3
res_1729,Mid,Frontend,3,"['CSS3', 'React', 'Angular', 'Next.js']","['Python', 'Tailwind CSS', 'Svelte']","['Leadership', 'Project Management']",Bootcamp,7
res_1730,Entry,Backend,3,"['Express', 'Node.js', 'Rails', 'Python']","['Django', 'Spring Boot', 'Flask']","['Mentoring', 'Communication']",Bootcamp,3
res_1731,Senior,Data,10,"['NumPy', 'Spark', 'Kafka', 'Scikit-learn']","['Pandas', 'PyTorch', 'TensorFlow']","['Leadership', 'Mentoring']",Master,3
res_1732,Entry,Full-Stack,1,"['Angular', 'React', 'Express', 'Node.js']",[],"['Problem Solving', 'Communication']",Master,7
res_1733,Principal,Data,11,"['Pandas', 'Spark', 'NumPy', 'TensorFlow']","['Scikit-learn', 'PyTorch', 'Kafka']","['Problem Solving', 'Communication']",Bootcamp,7
res_1734,Senior,DevOps,10,"['Kubernetes', 'AWS', 'GitHub Actions', 'Terraform']","['Jenkins', 'GCP', 'Azure']","['Project Management', 'Communication']",Bachelor,5
res_1735,Mid,Full-Stack,5,"['React', 'Express', 'Angular', 'Node.js']",[],"['Communication', 'Project Management']",Master,6
res_1736,Senior,Full-Stack,9,"['React', 'Angular', 'Node.js', 'Express']",[],"['Mentoring', 'Project Management']",Master,5
res_1737,Principal,Data,13,"['PyTorch', 'Spark', 'TensorFlow', 'NumPy']","['Kafka', 'Pandas', 'Scikit-learn']","['Mentoring', 'Leadership']",Bachelor,7
res_1738,Senior,Backend,10,"['Python', 'TypeScript', 'Django', 'JavaScript']","['Rails', 'ASP.NET', 'Flask']","['Project Management', 'Communication']",Bachelor,7
res_1739,Senior,Frontend,9,"['Python', 'JavaScript', 'HTML5', 'React']","['Tailwind CSS', 'CSS3', 'Svelte']","['Communication', 'Leadership']",Bootcamp,3
res_1740,Principal,Full-Stack,14,"['React', 'Node.js', 'Express', 'Angular']",[],"['Problem Solving', 'Project Management']",Bachelor,5
res_1741,Senior,Full-Stack,9,"['React', 'Express', 'Node.js', 'Angular']",[],"['Communication', 'Problem Solving']",Bachelor,6
res_1742,Entry,DevOps,2,"['Docker', 'Azure', 'GitHub Actions', 'Jenkins']","['GCP', 'AWS', 'Terraform']","['Project Management', 'Problem Solving']",Bachelor,5
res_1743,Principal,Backend,13,"['FastAPI', 'Rails', 'TypeScript', 'Node.js']","['Python', 'Django', 'ASP.NET']","['Leadership', 'Project Management']",Master,6
res_1744,Entry,DevOps,2,"['Terraform', 'GitHub Actions', 'Kubernetes', 'Azure']","['Docker', 'GCP', 'Jenkins']","['Problem Solving', 'Communication']",Master,2
res_1745,Entry,Full-Stack,1,"['React', 'Express', 'Angular', 'Node.js']",[],"['Project Management', 'Communication']",Bachelor,6
res_1746,Senior,Backend,7,"['Flask', 'ASP.NET', 'Express', 'Rails']","['JavaScript', 'TypeScript', 'FastAPI']","['Mentoring', 'Communication']",Bachelor,3
res_1747,Principal,Frontend,12,"['Next.js', 'Svelte', 'Angular', 'Vue.js']","['Python', 'HTML5', 'CSS3']","['Leadership', 'Project Management']",Master,4
res_1748,Entry,Data,3,"['Pandas', 'Kafka', 'Scikit-learn', 'NumPy']","['PyTorch', 'TensorFlow', 'Spark']","['Problem Solving', 'Mentoring']",Bachelor,7
res_1749,Senior,DevOps,8,"['Terraform', 'Kubernetes', 'Jenkins', 'Azure']","['AWS', 'GCP', 'GitHub Actions']","['Problem Solving', 'Leadership']",Bachelor,3
res_1750,Mid,DevOps,3,"['AWS', 'GitHub Actions', 'Terraform', 'Azure']","['GCP', 'Docker', 'Kubernetes']","['Problem Solving', 'Communication']",Bachelor,2
res_1751,Senior,Data,8,"['Kafka', 'Scikit-learn', 'NumPy', 'PyTorch']","['Pandas', 'TensorFlow', 'Spark']","['Leadership', 'Communication']",Master,7
res_1752,Senior,DevOps,7,"['AWS', 'Terraform', 'Docker', 'Jenkins']","['GCP', 'Azure', 'GitHub Actions']","['Mentoring', 'Problem Solving']",Bootcamp,2
res_1753,Mid,Full-Stack,4,"['React', 'Angular', 'Node.js', 'Express']",[],"['Project Management', 'Leadership']",Master,4
res_1754,Mid,Frontend,4,"['Angular', 'Next.js', 'CSS3', 'JavaScript']","['Tailwind CSS', 'Svelte', 'React']","['Problem Solving', 'Mentoring']",Bootcamp,5
res_1755,Principal,Data,12,"['TensorFlow', 'Kafka', 'Scikit-learn', 'Pandas']","['Spark', 'NumPy', 'PyTorch']","['Project Management', 'Communication']",Bootcamp,3
res_1756,Principal,Data,11,"['NumPy', 'Kafka', 'Pandas', 'Scikit-learn']","['TensorFlow', 'PyTorch', 'Spark']","['Project Management', 'Problem Solving']",Master,7
res_1757,Senior,Data,8,"['PyTorch', 'TensorFlow', 'Kafka', 'Spark']","['NumPy', 'Pandas', 'Scikit-learn']","['Leadership', 'Problem Solving']",Bachelor,4
res_1758,Entry,Data,1,"['Scikit-learn', 'Spark', 'PyTorch', 'NumPy']","['TensorFlow', 'Pandas', 'Kafka']","['Project Management', 'Problem Solving']",Bachelor,7
res_1759,Principal,Frontend,12,"['React', 'Vue.js', 'Python', 'Tailwind CSS']","['Angular', 'CSS3', 'Next.js']","['Problem Solving', 'Project Management']",Master,7
res_1760,Entry,Data,2,"['Spark', 'Pandas', 'Scikit-learn', 'PyTorch']","['TensorFlow', 'Kafka', 'NumPy']","['Communication', 'Problem Solving']",Bachelor,7
res_1761,Entry,DevOps,0,"['GCP', 'Kubernetes', 'Docker', 'GitHub Actions']","['AWS', 'Terraform', 'Jenkins']","['Communication', 'Project Management']",Bootcamp,3
res_1762,Entry,Backend,0,"['JavaScript', 'FastAPI', 'Flask', 'Rails']","['Express', 'ASP.NET', 'Python']","['Project Management', 'Communication']",Bootcamp,3
res_1763,Principal,DevOps,12,"['GitHub Actions', 'Azure', 'Jenkins', 'GCP']","['AWS', 'Kubernetes', 'Terraform']","['Project Management', 'Mentoring']",Master,2
res_1764,Mid,Data,6,"['NumPy', 'Kafka', 'Spark', 'Scikit-learn']","['TensorFlow', 'PyTorch', 'Pandas']","['Project Management', 'Communication']",Bachelor,8
res_1765,Mid,Frontend,4,"['HTML5', 'React', 'JavaScript', 'Vue.js']","['Next.js', 'Tailwind CSS', 'Svelte']","['Problem Solving', 'Communication']",Bachelor,6
res_1766,Senior,Backend,7,"['Rails', 'JavaScript', 'FastAPI', 'ASP.NET']","['Node.js', 'Express', 'Flask']","['Leadership', 'Project Management']",Bootcamp,7
res_1767,Principal,Data,14,"['NumPy', 'Pandas', 'Scikit-learn', 'Kafka']","['Spark', 'PyTorch', 'TensorFlow']","['Problem Solving', 'Communication']",Bachelor,3
res_1768,Mid,Full-Stack,3,"['React', 'Node.js', 'Angular', 'Express']",[],"['Communication', 'Problem Solving']",Bachelor,2
res_1769,Senior,Frontend,7,"['Svelte', 'CSS3', 'Python', 'Angular']","['Vue.js', 'React', 'Tailwind CSS']","['Leadership', 'Mentoring']",Master,8
res_1770,Entry,Data,1,"['Spark', 'Pandas', 'Kafka', 'PyTorch']","['TensorFlow', 'NumPy', 'Scikit-learn']","['Mentoring', 'Communication']",Master,6
res_1771,Entry,Backend,2,"['Node.js', 'Flask', 'TypeScript', 'JavaScript']","['Django', 'Express', 'FastAPI']","['Communication', 'Mentoring']",Bachelor,7
res_1772,Principal,Frontend,13,"['Svelte', 'JavaScript', 'Tailwind CSS', 'HTML5']","['Next.js', 'Python', 'React']","['Project Management', 'Mentoring']",Master,6
res_1773,Principal,Data,14,"['Kafka', 'TensorFlow', 'Pandas', 'Scikit-learn']","['Spark', 'PyTorch', 'NumPy']","['Problem Solving', 'Communication']",Master,3
res_1774,Mid,Backend,4,"['Flask', 'Rails', 'FastAPI', 'Node.js']","['Express', 'Python', 'Django']","['Project Management', 'Leadership']",Master,7
res_1775,Principal,Data,13,"['Spark', 'Kafka', 'Pandas', 'TensorFlow']","['NumPy', 'PyTorch', 'Scikit-learn']","['Communication', 'Mentoring']",Bachelor,8
res_1776,Entry,Full-Stack,2,"['Express', 'React', 'Node.js', 'Angular']",[],"['Communication', 'Problem Solving']",Bachelor,5
res_1777,Senior,Data,8,"['Pandas', 'Spark', 'Kafka', 'PyTorch']","['TensorFlow', 'NumPy', 'Scikit-learn']","['Communication', 'Problem Solving']",Master,4
res_1778,Senior,Full-Stack,7,"['React', 'Angular', 'Node.js', 'Express']",[],"['Communication', 'Leadership']",Master,2
res_1779,Entry,Frontend,0,"['Next.js', 'Tailwind CSS', 'CSS3', 'Python']","['React', 'HTML5', 'JavaScript']","['Leadership', 'Mentoring']",Bachelor,6
res_1780,Entry,Frontend,3,"['HTML5', 'Svelte', 'React', 'Tailwind CSS']","['Vue.js', 'Next.js', 'Angular']","['Project Management', 'Problem Solving']",Bachelor,5
res_1781,Mid,Full-Stack,5,"['React', 'Angular', 'Express', 'Node.js']",[],"['Leadership', 'Project Management']",Master,3
res_1782,Senior,Frontend,8,"['React', 'Next.js', 'JavaScript', 'Angular']","['Svelte', 'CSS3', 'Python']","['Leadership', 'Mentoring']",Bachelor,3
res_1783,Mid,Full-Stack,3,"['Angular', 'Node.js', 'React', 'Express']",[],"['Problem Solving', 'Leadership']",Bachelor,3
res_1784,Mid,Data,6,"['Kafka', 'PyTorch', 'Spark', 'Pandas']","['Scikit-learn', 'TensorFlow', 'NumPy']","['Leadership', 'Problem Solving']",Master,6
res_1785,Entry,Data,0,"['Scikit-learn', 'Spark', 'NumPy', 'Kafka']","['TensorFlow', 'PyTorch', 'Pandas']","['Project Management', 'Mentoring']",Master,7
res_1786,Mid,Frontend,5,"['Next.js', 'Tailwind CSS', 'React', 'CSS3']","['JavaScript', 'Angular', 'Python']","['Leadership', 'Communication']",Master,5
res_1787,Entry,Data,3,"['Scikit-learn', 'Spark', 'PyTorch', 'TensorFlow']","['NumPy', 'Pandas', 'Kafka']","['Leadership', 'Project Management']",Bootcamp,7
res_1788,Principal,Backend,13,"['Python', 'Rails', 'FastAPI', 'TypeScript']","['ASP.NET', 'Django', 'Flask']","['Mentoring', 'Leadership']",Bachelor,4
res_1789,Senior,DevOps,10,"['Docker', 'GCP', 'Kubernetes', 'Terraform']","['Azure', 'Jenkins', 'GitHub Actions']","['Problem Solving', 'Project Management']",Master,2
res_1790,Principal,Data,12,"['PyTorch', 'Scikit-learn', 'Kafka', 'NumPy']","['Spark', 'Pandas', 'TensorFlow']","['Project Management', 'Communication']",Master,3
res_1791,Principal,Backend,14,"['Django', 'Flask', 'JavaScript', 'Node.js']","['ASP.NET', 'Express', 'Rails']","['Project Management', 'Leadership']",Bootcamp,7
res_1792,Principal,Data,11,"['Kafka', 'PyTorch', 'Pandas', 'TensorFlow']","['Scikit-learn', 'Spark', 'NumPy']","['Problem Solving', 'Leadership']",Bootcamp,2
res_1793,Senior,Backend,7,"['TypeScript', 'JavaScript', 'FastAPI', 'Spring Boot']","['Rails', 'Express', 'Python']","['Communication', 'Problem Solving']",Master,3
res_1794,Principal,Frontend,14,"['Tailwind CSS', 'HTML5', 'JavaScript', 'React']","['Python', 'Vue.js', 'Svelte']","['Communication', 'Mentoring']",Bootcamp,3
res_1795,Principal,Frontend,13,"['JavaScript', 'Tailwind CSS', 'Vue.js', 'HTML5']","['Angular', 'Python', 'Next.js']","['Problem Solving', 'Leadership']",Bachelor,6
res_1796,Mid,Frontend,4,"['Svelte', 'JavaScript', 'Angular', 'Python']","['React', 'Vue.js', 'CSS3']","['Mentoring', 'Communication']",Bootcamp,8
res_1797,Senior,Full-Stack,9,"['React', 'Express', 'Node.js', 'Angular']",[],"['Problem Solving', 'Project Management']",Master,7
res_1798,Mid,Backend,5,"['Flask', 'FastAPI', 'Python', 'Express']","['JavaScript', 'ASP.NET', 'Rails']","['Leadership', 'Problem Solving']",Bachelor,5
res_1799,Entry,Backend,1,"['Django', 'ASP.NET', 'Express', 'TypeScript']","['FastAPI', 'Node.js', 'Python']","['Mentoring', 'Communication']",Bootcamp,2
res_1800,Entry,Frontend,2,"['HTML5', 'Next.js', 'Svelte', 'JavaScript']","['Vue.js', 'React', 'CSS3']","['Leadership', 'Problem Solving']",Bootcamp,8
res_1801,Mid,DevOps,4,"['GitHub Actions', 'GCP', 'Azure', 'Jenkins']","['Terraform', 'AWS', 'Kubernetes']","['Leadership', 'Project Management']",Bachelor,7
res_1802,Senior,DevOps,7,"['Docker', 'Kubernetes', 'AWS', 'GitHub Actions']","['Terraform', 'GCP', 'Azure']","['Communication', 'Leadership']",Bachelor,7
res_1803,Senior,Frontend,10,"['CSS3', 'Next.js', 'Svelte', 'HTML5']","['Python', 'Angular', 'Vue.js']","['Mentoring', 'Leadership']",Bootcamp,8
res_1804,Principal,Full-Stack,11,"['Angular', 'Express', 'Node.js', 'React']",[],"['Mentoring', 'Project Management']",Bootcamp,4
res_1805,Senior,Full-Stack,10,"['Node.js', 'Angular', 'React', 'Express']",[],"['Communication', 'Mentoring']",Bachelor,6
res_1806,Entry,Backend,1,"['Spring Boot', 'Rails', 'Django', 'Python']","['FastAPI', 'JavaScript', 'Node.js']","['Project Management', 'Communication']",Bachelor,3
res_1807,Senior,Frontend,9,"['Python', 'Tailwind CSS', 'HTML5', 'Angular']","['Svelte', 'JavaScript', 'Vue.js']","['Project Management', 'Mentoring']",Bachelor,6
res_1808,Senior,Data,7,"['Pandas', 'TensorFlow', 'Kafka', 'Spark']","['NumPy', 'Scikit-learn', 'PyTorch']","['Mentoring', 'Project Management']",Bootcamp,5
res_1809,Principal,Data,12,"['NumPy', 'Scikit-learn', 'PyTorch', 'Spark']","['Pandas', 'Kafka', 'TensorFlow']","['Mentoring', 'Communication']",Master,6
res_1810,Senior,Data,9,"['PyTorch', 'Spark', 'Kafka', 'NumPy']","['Pandas', 'TensorFlow', 'Scikit-learn']","['Communication', 'Problem Solving']",Bachelor,8
res_1811,Entry,Full-Stack,0,"['React', 'Node.js', 'Express', 'Angular']",[],"['Problem Solving', 'Leadership']",Bachelor,5
res_1812,Entry,Backend,2,"['FastAPI', 'Django', 'Python', 'ASP.NET']","['Flask', 'JavaScript', 'TypeScript']","['Communication', 'Problem Solving']",Master,5
res_1813,Senior,Frontend,8,"['React', 'Svelte', 'Python', 'HTML5']","['Vue.js', 'Next.js', 'CSS3']","['Mentoring', 'Leadership']",Master,7
res_1814,Principal,Frontend,12,"['Next.js', 'HTML5', 'Python', 'Svelte']","['Vue.js', 'JavaScript', 'Angular']","['Communication', 'Leadership']",Bootcamp,2
res_1815,Entry,Data,3,"['Pandas', 'Spark', 'NumPy', 'Kafka']","['PyTorch', 'Scikit-learn', 'TensorFlow']","['Communication', 'Problem Solving']",Bachelor,5
res_1816,Senior,DevOps,10,"['Docker', 'GCP', 'Kubernetes', 'Azure']","['Jenkins', 'GitHub Actions', 'AWS']","['Mentoring', 'Leadership']",Bootcamp,3
res_1817,Senior,Full-Stack,9,"['React', 'Node.js', 'Express', 'Angular']",[],"['Project Management', 'Problem Solving']",Bachelor,5
