resume_id,role,seniority,strong_skills,medium_skills,weak_skills,missing_skills,years_experience,projects_count,resume_quality,ats_score
R01643,Embedded Software Engineer,Mid,I2C;Microcontrollers;UART;RTOS;C;Debugging,C++;SPI,,,6.2,2,high,0.71
R01644,Machine Learning Engineer,Intern,MLflow;PyTorch;AWS,Python;TensorFlow,scikit-learn,Docker,0.5,4,medium,0.63
R01645,Data Engineer,New Grad,Spark;Airflow;AWS;Python,Kafka;GCP,SQL,ETL,1.5,4,medium,0.65
R01646,Data Engineer,Intern,SQL;Airflow;Spark,AWS;ETL,Python,GCP;Kafka,1.1,3,medium,0.65
R01647,DevOps Engineer,Junior,CI/CD;Docker;Kubernetes;Linux;Python,Terraform;AWS,,,4.0,1,medium,0.67
R01648,Embedded Software Engineer,Senior,C;SPI;Microcontrollers;RTOS;C++;UART;I2C,Debugging,,,11.5,0,high,0.81
R01649,Backend Software Engineer,Intern,Go;AWS;Docker,C++;SQL,Python,CI/CD;Kubernetes;REST APIs,1.5,4,medium,0.58
R01650,Backend Software Engineer,Mid,Kubernetes;CI/CD;Java;Docker;SQL;C++,Python;PostgreSQL,AWS,REST APIs,5.4,1,high,0.8
R01651,Frontend Engineer,Junior,Next.js;HTML;Accessibility;Testing;JavaScript,CSS;TypeScript,React,,2.9,2,medium,0.67
R01652,Machine Learning Engineer,Junior,TensorFlow;PyTorch;Python;MLflow;scikit-learn,Docker;AWS,,,2.6,1,medium,0.65
R01653,DevOps Engineer,Senior,Linux;Docker;AWS;Python;Kubernetes;CI/CD;Terraform,,,,8.6,1,high,0.77
R01654,Site Reliability Engineer,Mid,Kubernetes;Linux;Python;SLIs/SLOs;Incident Response;Observability,Go,,,6.6,1,high,0.8
R01655,Embedded Software Engineer,Junior,C++;RTOS;SPI;C;UART,Debugging;I2C,Microcontrollers,,3.1,2,medium,0.71
R01656,Data Engineer,Junior,ETL;AWS;Kafka;Python;Airflow,Spark;GCP,SQL,,3.5,1,medium,0.65
R01657,Frontend Engineer,New Grad,JavaScript;React;Next.js;CSS,Accessibility;HTML,TypeScript,Testing,2.2,4,medium,0.67
R01658,Systems Software Engineer,Junior,Linux;C;Profiling;Concurrency;Memory Management,C++;Rust,,,2.3,2,medium,0.71
R01659,Backend Software Engineer,Senior,Kubernetes;AWS;PostgreSQL;CI/CD;SQL;Java;C++,Go;Docker,Python,,7.3,1,high,0.84
R01660,Embedded Software Engineer,Senior,UART;Microcontrollers;I2C;C++;C;RTOS;Debugging,SPI,,,9.3,0,high,0.77
R01661,DevOps Engineer,Mid,Linux;Python;Terraform;Docker;CI/CD;AWS,Kubernetes,,,6.2,2,high,0.75
R01662,Site Reliability Engineer,Mid,Go;Incident Response;Python;SLIs/SLOs;Observability;Kubernetes,Linux,,,4.2,2,high,0.74
R01663,Embedded Software Engineer,New Grad,UART;I2C;RTOS;C,Debugging;C++,SPI,Microcontrollers,2.5,2,medium,0.69
R01664,Systems Software Engineer,Intern,Rust;Profiling;C,Memory Management;C++,Concurrency,Linux,0.3,2,medium,0.63
R01665,Frontend Engineer,Junior,CSS;HTML;TypeScript;React;Accessibility,Next.js;Testing,JavaScript,,3.8,1,medium,0.68
R01666,DevOps Engineer,Intern,Terraform;Kubernetes;Linux,AWS;Python,CI/CD,Docker,0.5,5,medium,0.61
R01667,Site Reliability Engineer,Mid,Kubernetes;Go;Linux;Observability;Incident Response;SLIs/SLOs,Python,,,4.5,1,high,0.72
R01668,Frontend Engineer,Senior,JavaScript;CSS;Accessibility;Testing;React;TypeScript;Next.js,HTML,,,10.3,1,high,0.81
R01669,Systems Software Engineer,Intern,Memory Management;Concurrency;C,Rust;Profiling,Linux,C++,1.4,2,medium,0.64
R01670,Machine Learning Engineer,Senior,Python;MLflow;scikit-learn;AWS;PyTorch;TensorFlow;Docker,,,,8.5,0,high,0.76
R01671,Embedded Software Engineer,Mid,C++;I2C;Microcontrollers;SPI;UART;RTOS,C;Debugging,,,5.0,1,high,0.77
R01672,Systems Software Engineer,Mid,Concurrency;Linux;C++;Rust;C;Memory Management,Profiling,,,6.9,1,high,0.72
R01673,Backend Software Engineer,Junior,CI/CD;Kubernetes;Docker;AWS;Go,Python;C++,SQL,Java;REST APIs,2.0,2,medium,0.69
R01674,Systems Software Engineer,Intern,Profiling;Memory Management;Linux,C++;Concurrency,C,Rust,1.4,4,medium,0.63
R01675,Site Reliability Engineer,Intern,SLIs/SLOs;Python;Incident Response,Kubernetes;Observability,Linux,Go,0.8,4,medium,0.57
R01676,Systems Software Engineer,Junior,Rust;Concurrency;Profiling;C++;C,Linux;Memory Management,,,2.0,1,medium,0.66
R01677,Data Engineer,Intern,Airflow;Python;Spark,SQL;GCP,AWS,ETL;Kafka,0.7,5,medium,0.6
R01678,Systems Software Engineer,Intern,C;Rust;Linux,Profiling;Memory Management,Concurrency,C++,1.4,4,medium,0.6
R01679,Full-Stack Engineer,New Grad,SQL;TypeScript;AWS;Node.js,JavaScript;Docker,React,Python,1.8,4,medium,0.62
R01680,Machine Learning Engineer,Senior,MLflow;PyTorch;Python;AWS;Docker;scikit-learn;TensorFlow,,,,7.7,2,high,0.76
R01681,Embedded Software Engineer,Intern,RTOS;Debugging;SPI,UART;C++,C,I2C;Microcontrollers,0.3,5,medium,0.57
R01682,Data Engineer,New Grad,ETL;GCP;Python;Airflow,SQL;Kafka,AWS,Spark,1.9,3,medium,0.61
R01683,Embedded Software Engineer,Intern,Microcontrollers;UART;SPI,C;RTOS,I2C,Debugging;C++,1.5,2,medium,0.57
R01684,Data Engineer,Senior,Kafka;Spark;Python;ETL;AWS;Airflow;GCP,SQL,,,8.4,2,high,0.78
R01685,Systems Software Engineer,Mid,Linux;Rust;C;Profiling;Concurrency;Memory Management,C++,,,4.4,2,high,0.76
R01686,Frontend Engineer,Mid,HTML;CSS;Testing;React;Accessibility;JavaScript,TypeScript;Next.js,,,5.2,1,high,0.73
R01687,Backend Software Engineer,Intern,SQL;Python;Docker,PostgreSQL;Kubernetes,AWS,C++;Go;CI/CD,0.9,4,medium,0.61
R01688,DevOps Engineer,Intern,Docker;Linux;CI/CD,Kubernetes;AWS,Python,Terraform,0.3,3,medium,0.64
R01689,Data Engineer,Junior,Airflow;ETL;Spark;GCP;AWS,Python;SQL,Kafka,,3.6,2,medium,0.65
R01690,Full-Stack Engineer,Junior,Node.js;Python;React;JavaScript;SQL,TypeScript;AWS,Docker,,2.9,2,medium,0.68
R01691,DevOps Engineer,Intern,Python;Docker;Linux,Kubernetes;Terraform,CI/CD,AWS,0.6,2,medium,0.65
R01692,Site Reliability Engineer,Mid,Python;Kubernetes;Linux;Incident Response;Go;SLIs/SLOs,Observability,,,5.7,2,high,0.77
R01693,Machine Learning Engineer,Junior,AWS;MLflow;Docker;PyTorch;Python,TensorFlow;scikit-learn,,,3.8,3,medium,0.7
R01694,Systems Software Engineer,Senior,Rust;Concurrency;Linux;Memory Management;C;Profiling;C++,,,,7.7,1,high,0.75
R01695,Backend Software Engineer,Senior,Docker;C++;PostgreSQL;SQL;Kubernetes;Python;Go,AWS;CI/CD,REST APIs,,7.3,2,high,0.77
R01696,Embedded Software Engineer,Junior,UART;SPI;Debugging;C;C++,I2C;Microcontrollers,RTOS,,3.5,2,medium,0.69
R01697,Full-Stack Engineer,New Grad,Docker;TypeScript;Python;JavaScript,AWS;Node.js,SQL,React,1.4,2,medium,0.64
R01698,Embedded Software Engineer,Senior,SPI;Microcontrollers;C;UART;C++;I2C;Debugging,RTOS,,,9.2,1,high,0.78
R01699,Systems Software Engineer,Intern,C;Concurrency;C++,Memory Management;Profiling,Rust,Linux,0.1,2,medium,0.61
R01700,Backend Software Engineer,Mid,AWS;C++;SQL;REST APIs;Go;Java,CI/CD;Python,Docker,Kubernetes,5.5,2,high,0.76
R01701,Full-Stack Engineer,Senior,TypeScript;Python;JavaScript;SQL;Docker;React;AWS,Node.js,,,9.9,0,high,0.78
R01702,Machine Learning Engineer,Mid,MLflow;Docker;AWS;PyTorch;TensorFlow;Python,scikit-learn,,,6.9,2,high,0.77
R01703,Backend Software Engineer,New Grad,Go;Python;CI/CD;Java,SQL;PostgreSQL,Docker,C++;REST APIs,1.2,2,medium,0.68
R01704,Full-Stack Engineer,Junior,SQL;TypeScript;AWS;Python;JavaScript,React;Node.js,Docker,,4.0,1,medium,0.66
R01705,Systems Software Engineer,New Grad,Linux;Rust;Concurrency;Memory Management,C;C++,Profiling,,1.6,3,medium,0.68
R01706,DevOps Engineer,Mid,Terraform;AWS;Linux;Kubernetes;Python;CI/CD,Docker,,,6.2,2,high,0.74
R01707,Frontend Engineer,Junior,HTML;CSS;JavaScript;React;Accessibility,Testing;TypeScript,Next.js,,3.9,3,medium,0.71
R01708,Full-Stack Engineer,Intern,TypeScript;JavaScript;AWS,Docker;SQL,Python,Node.js;React,0.9,2,medium,0.56
R01709,Machine Learning Engineer,Junior,Python;scikit-learn;TensorFlow;AWS;MLflow,Docker;PyTorch,,,3.4,1,medium,0.65
R01710,DevOps Engineer,New Grad,Kubernetes;Python;Terraform;Docker,CI/CD;AWS,Linux,,1.2,3,medium,0.69
R01711,Backend Software Engineer,Intern,C++;Docker;Go,PostgreSQL;Python,Kubernetes,CI/CD;AWS;Java,1.2,3,medium,0.63
R01712,Machine Learning Engineer,Intern,TensorFlow;scikit-learn;AWS,MLflow;Python,PyTorch,Docker,0.1,5,medium,0.58
R01713,Machine Learning Engineer,New Grad,AWS;PyTorch;MLflow;Python,Docker;TensorFlow,scikit-learn,,2.0,4,medium,0.69
R01714,Systems Software Engineer,Mid,Rust;Profiling;C++;Concurrency;C;Linux,Memory Management,,,4.1,1,high,0.77
R01715,DevOps Engineer,New Grad,Docker;Python;Kubernetes;Terraform,Linux;CI/CD,AWS,,1.3,3,medium,0.64
R01716,Frontend Engineer,Intern,Testing;HTML;Next.js,Accessibility;JavaScript,TypeScript,React;CSS,1.2,5,medium,0.6
R01717,Systems Software Engineer,New Grad,Linux;Profiling;C;C++,Memory Management;Concurrency,Rust,,1.1,2,medium,0.69
R01718,DevOps Engineer,Mid,CI/CD;Terraform;Kubernetes;Python;AWS;Docker,Linux,,,5.9,1,high,0.75
R01719,Frontend Engineer,Junior,HTML;Testing;Next.js;JavaScript;Accessibility,CSS;TypeScript,React,,3.5,1,medium,0.68
R01720,Backend Software Engineer,Junior,Go;Docker;AWS;Python;REST APIs,CI/CD;Java,Kubernetes,SQL;C++,4.0,2,medium,0.74
R01721,Site Reliability Engineer,Intern,Go;SLIs/SLOs;Kubernetes,Observability;Incident Response,Linux,Python,0.2,5,medium,0.62
R01722,Frontend Engineer,Junior,HTML;TypeScript;Next.js;CSS;Accessibility,React;Testing,JavaScript,,3.1,1,medium,0.72
R01723,Data Engineer,Senior,AWS;Spark;SQL;Python;GCP;ETL;Airflow,Kafka,,,11.1,1,high,0.85
R01724,Backend Software Engineer,Intern,Java;Python;C++,Kubernetes;Go,AWS,SQL;REST APIs;CI/CD,0.5,3,medium,0.57
R01725,Machine Learning Engineer,Senior,Python;PyTorch;TensorFlow;Docker;MLflow;AWS;scikit-learn,,,,11.5,2,high,0.84
R01726,Embedded Software Engineer,Intern,UART;Microcontrollers;C++,RTOS;C,I2C,SPI;Debugging,0.8,5,medium,0.58
R01727,Data Engineer,Junior,GCP;Airflow;Spark;Kafka;Python,ETL;AWS,SQL,,2.9,1,medium,0.69
R01728,Full-Stack Engineer,Senior,React;JavaScript;Node.js;AWS;Python;Docker;SQL,TypeScript,,,11.6,0,high,0.78
R01729,Embedded Software Engineer,Intern,I2C;C++;UART,C;Microcontrollers,SPI,RTOS;Debugging,1.5,2,medium,0.62
R01730,Embedded Software Engineer,New Grad,C;Microcontrollers;Debugging;SPI,RTOS;UART,C++,I2C,1.0,3,medium,0.64
R01731,Machine Learning Engineer,Senior,AWS;PyTorch;Docker;scikit-learn;Python;MLflow;TensorFlow,,,,11.9,0,high,0.82
R01732,Full-Stack Engineer,Junior,AWS;JavaScript;React;TypeScript;Python,SQL;Node.js,Docker,,4.0,3,medium,0.7
R01733,Machine Learning Engineer,Mid,TensorFlow;MLflow;Python;scikit-learn;AWS;Docker,PyTorch,,,6.0,1,high,0.7
R01734,Site Reliability Engineer,Senior,Linux;Incident Response;Go;Kubernetes;Observability;Python;SLIs/SLOs,,,,8.8,0,high,0.85
R01735,Data Engineer,Mid,Airflow;GCP;Python;Spark;Kafka;AWS,SQL;ETL,,,5.3,1,high,0.72
R01736,Site Reliability Engineer,Senior,Kubernetes;Linux;Incident Response;Observability;SLIs/SLOs;Python;Go,,,,10.0,0,high,0.78
R01737,DevOps Engineer,Mid,AWS;CI/CD;Linux;Terraform;Kubernetes;Docker,Python,,,5.0,1,high,0.73
R01738,DevOps Engineer,Mid,AWS;Linux;Docker;Terraform;Kubernetes;Python,CI/CD,,,7.0,2,high,0.76
R01739,Embedded Software Engineer,Senior,RTOS;C++;UART;Debugging;C;I2C;Microcontrollers,SPI,,,7.2,1,high,0.8
R01740,Embedded Software Engineer,New Grad,UART;RTOS;C++;Microcontrollers,C;Debugging,I2C,SPI,1.6,2,medium,0.61
R01741,DevOps Engineer,Junior,Python;AWS;Terraform;Linux;Docker,Kubernetes;CI/CD,,,3.2,2,medium,0.66
R01742,Systems Software Engineer,Junior,C++;Rust;C;Memory Management;Profiling,Linux;Concurrency,,,3.5,3,medium,0.66
R01743,DevOps Engineer,Junior,Terraform;AWS;CI/CD;Python;Kubernetes,Linux;Docker,,,2.5,1,medium,0.73
R01744,Site Reliability Engineer,Intern,SLIs/SLOs;Linux;Go,Observability;Incident Response,Python,Kubernetes,0.7,3,medium,0.57
R01745,Data Engineer,Mid,GCP;SQL;Kafka;Airflow;AWS;ETL,Python;Spark,,,6.2,1,high,0.77
R01746,Full-Stack Engineer,Mid,React;Docker;Node.js;JavaScript;TypeScript;SQL,Python;AWS,,,5.7,2,high,0.72
R01747,Site Reliability Engineer,New Grad,Go;Kubernetes;Python;Observability,SLIs/SLOs;Linux,Incident Response,,2.2,2,medium,0.68
R01748,Backend Software Engineer,New Grad,Kubernetes;Go;CI/CD;Java,Python;AWS,SQL,Docker;C++,2.4,2,medium,0.6
R01749,DevOps Engineer,Senior,Kubernetes;Terraform;CI/CD;Python;AWS;Docker;Linux,,,,11.7,1,high,0.81
R01750,Systems Software Engineer,Senior,Concurrency;Rust;Memory Management;Linux;C++;Profiling;C,,,,11.6,2,high,0.8
R01751,DevOps Engineer,Intern,Kubernetes;Terraform;CI/CD,AWS;Docker,Python,Linux,1.2,5,medium,0.65
R01752,Full-Stack Engineer,Mid,AWS;TypeScript;Node.js;JavaScript;Python;React,Docker;SQL,,,6.0,2,high,0.78
R01753,Machine Learning Engineer,Junior,Python;Docker;TensorFlow;AWS;MLflow,PyTorch;scikit-learn,,,3.8,1,medium,0.69
R01754,Backend Software Engineer,Intern,Java;Docker;Go,Python;CI/CD,Kubernetes,REST APIs;AWS;C++,0.0,2,medium,0.64
R01755,Data Engineer,Senior,SQL;Spark;AWS;Kafka;ETL;Airflow;GCP,Python,,,7.5,0,high,0.84
R01756,Systems Software Engineer,Mid,Concurrency;Profiling;Linux;Memory Management;C;C++,Rust,,,4.1,1,high,0.79
R01757,Systems Software Engineer,Mid,Rust;Profiling;C;Memory Management;Concurrency;Linux,C++,,,6.4,2,high,0.75
R01758,Site Reliability Engineer,Junior,SLIs/SLOs;Incident Response;Observability;Python;Linux,Go;Kubernetes,,,2.6,2,medium,0.69
R01759,Systems Software Engineer,New Grad,C++;Profiling;Linux;C,Rust;Concurrency,Memory Management,,1.3,3,medium,0.69
R01760,Frontend Engineer,New Grad,React;JavaScript;Next.js;Testing,TypeScript;Accessibility,CSS,HTML,1.3,2,medium,0.62
R01761,DevOps Engineer,Intern,AWS;Linux;Docker,CI/CD;Kubernetes,Terraform,Python,0.3,4,medium,0.63
R01762,Data Engineer,New Grad,ETL;Airflow;GCP;Python,AWS;SQL,Kafka,Spark,1.1,4,medium,0.64
R01763,DevOps Engineer,New Grad,Docker;Terraform;Kubernetes;CI/CD,Linux;AWS,Python,,2.2,3,medium,0.67
R01764,Backend Software Engineer,Senior,REST APIs;Python;Kubernetes;C++;PostgreSQL;AWS;Go,CI/CD;SQL,Docker,,7.5,2,high,0.83
R01765,Backend Software Engineer,Intern,PostgreSQL;CI/CD;AWS,Docker;C++,Kubernetes,Java;Python;SQL,0.4,4,medium,0.59
R01766,Frontend Engineer,Intern,Next.js;TypeScript;Testing,HTML;Accessibility,React,CSS;JavaScript,0.4,3,medium,0.59
R01767,Embedded Software Engineer,Mid,C++;Debugging;RTOS;SPI;UART;Microcontrollers,I2C;C,,,5.3,1,high,0.75
R01768,DevOps Engineer,Mid,Linux;Docker;AWS;CI/CD;Python;Kubernetes,Terraform,,,4.1,2,high,0.78
R01769,Frontend Engineer,Mid,Accessibility;React;Testing;Next.js;HTML;JavaScript,TypeScript;CSS,,,5.4,1,high,0.78
R01770,Backend Software Engineer,Mid,C++;Docker;AWS;REST APIs;Go;PostgreSQL,Python;Java,Kubernetes,CI/CD,5.6,1,high,0.78
R01771,Site Reliability Engineer,Mid,SLIs/SLOs;Python;Kubernetes;Incident Response;Go;Linux,Observability,,,4.7,1,high,0.74
R01772,Machine Learning Engineer,New Grad,TensorFlow;Python;AWS;scikit-learn,PyTorch;MLflow,Docker,,1.1,4,medium,0.63
R01773,Frontend Engineer,Junior,TypeScript;Next.js;React;JavaScript;HTML,Accessibility;Testing,CSS,,2.2,2,medium,0.68
R01774,Machine Learning Engineer,Senior,PyTorch;MLflow;scikit-learn;AWS;Python;TensorFlow;Docker,,,,11.6,0,high,0.79
R01775,Backend Software Engineer,Junior,Kubernetes;Python;SQL;Java;Go,REST APIs;Docker,CI/CD,PostgreSQL;AWS,3.3,2,medium,0.67
R01776,Full-Stack Engineer,Junior,AWS;Node.js;Docker;JavaScript;SQL,React;Python,TypeScript,,3.7,3,medium,0.66
R01777,Frontend Engineer,Intern,Testing;HTML;React,JavaScript;CSS,Next.js,Accessibility;TypeScript,1.4,5,medium,0.61
R01778,DevOps Engineer,Intern,AWS;Docker;Linux,Python;CI/CD,Kubernetes,Terraform,1.1,2,medium,0.58
R01779,Backend Software Engineer,Mid,Kubernetes;SQL;C++;Docker;Python;Go,CI/CD;Java,AWS,REST APIs,4.9,2,high,0.72
R01780,Frontend Engineer,Senior,Accessibility;JavaScript;HTML;React;TypeScript;Next.js;CSS,Testing,,,7.9,2,high,0.75
R01781,DevOps Engineer,Junior,Docker;CI/CD;AWS;Python;Terraform,Linux;Kubernetes,,,3.8,3,medium,0.65
R01782,Backend Software Engineer,Junior,Docker;CI/CD;Python;Go;Java,AWS;Kubernetes,REST APIs,C++;SQL,2.1,1,medium,0.68
R01783,Frontend Engineer,Junior,TypeScript;CSS;Testing;JavaScript;Next.js,HTML;Accessibility,React,,2.1,2,medium,0.65
R01784,Machine Learning Engineer,Junior,AWS;Python;PyTorch;MLflow;Docker,TensorFlow;scikit-learn,,,2.0,3,medium,0.69
R01785,Systems Software Engineer,Intern,Memory Management;Profiling;Concurrency,C++;C,Rust,Linux,1.4,3,medium,0.55
R01786,Data Engineer,Mid,Spark;SQL;Python;Kafka;GCP;AWS,ETL;Airflow,,,5.8,1,high,0.75
R01787,Machine Learning Engineer,New Grad,Python;TensorFlow;MLflow;PyTorch,AWS;Docker,scikit-learn,,1.3,4,medium,0.67
R01788,Data Engineer,Intern,Kafka;AWS;ETL,SQL;Airflow,GCP,Python;Spark,0.3,3,medium,0.56
R01789,Machine Learning Engineer,New Grad,Python;scikit-learn;MLflow;PyTorch,TensorFlow;AWS,Docker,,1.8,4,medium,0.64
R01790,Embedded Software Engineer,Intern,Microcontrollers;Debugging;SPI,I2C;UART,C,RTOS;C++,1.0,5,medium,0.59
R01791,Backend Software Engineer,New Grad,Docker;AWS;Go;Kubernetes,SQL;CI/CD,PostgreSQL,C++;REST APIs,1.3,4,medium,0.66
R01792,Backend Software Engineer,Senior,Python;Go;Kubernetes;PostgreSQL;SQL;Java;CI/CD,C++;AWS,REST APIs,,7.1,2,high,0.75
R01793,Site Reliability Engineer,Mid,Go;Incident Response;SLIs/SLOs;Linux;Python;Observability,Kubernetes,,,5.9,1,high,0.75
R01794,Systems Software Engineer,Junior,Linux;Concurrency;C;Rust;Memory Management,Profiling;C++,,,3.9,1,medium,0.71
R01795,DevOps Engineer,Mid,Kubernetes;Linux;AWS;Docker;Python;CI/CD,Terraform,,,6.3,1,high,0.75
R01796,Backend Software Engineer,Intern,AWS;REST APIs;SQL,C++;CI/CD,Docker,Kubernetes;Go;Python,0.4,5,medium,0.64
R01797,Machine Learning Engineer,Junior,PyTorch;Docker;TensorFlow;scikit-learn;MLflow,AWS;Python,,,2.0,2,medium,0.73
R01798,Data Engineer,Mid,GCP;Kafka;Python;ETL;Spark;SQL,AWS;Airflow,,,6.7,1,high,0.78
R01799,Embedded Software Engineer,New Grad,Microcontrollers;C++;RTOS;I2C,Debugging;C,UART,SPI,2.1,2,medium,0.63
R01800,Systems Software Engineer,Junior,C;Linux;C++;Profiling;Memory Management,Rust;Concurrency,,,3.3,2,medium,0.73
R01801,Data Engineer,Mid,ETL;SQL;AWS;Airflow;Kafka;Spark,GCP;Python,,,6.6,2,high,0.78
R01802,Full-Stack Engineer,New Grad,Docker;Node.js;JavaScript;TypeScript,Python;React,SQL,AWS,2.1,4,medium,0.61
R01803,Embedded Software Engineer,Intern,C;Microcontrollers;I2C,Debugging;SPI,UART,C++;RTOS,1.4,2,medium,0.56
R01804,Machine Learning Engineer,Mid,PyTorch;MLflow;scikit-learn;TensorFlow;AWS;Docker,Python,,,4.4,1,high,0.78
R01805,Frontend Engineer,Junior,Next.js;JavaScript;Accessibility;CSS;TypeScript,HTML;Testing,React,,3.2,3,medium,0.71
R01806,Data Engineer,Junior,Spark;GCP;ETL;SQL;Airflow,AWS;Kafka,Python,,3.2,1,medium,0.66
R01807,DevOps Engineer,New Grad,Python;Kubernetes;Terraform;Linux,AWS;CI/CD,Docker,,1.6,4,medium,0.67
R01808,Data Engineer,New Grad,SQL;GCP;Airflow;Python,Kafka;AWS,ETL,Spark,1.0,4,medium,0.66
R01809,Data Engineer,Intern,SQL;Spark;ETL,Airflow;AWS,GCP,Python;Kafka,0.7,3,medium,0.62
R01810,Full-Stack Engineer,Mid,TypeScript;Docker;SQL;Python;React;Node.js,JavaScript;AWS,,,6.3,1,high,0.8
R01811,Full-Stack Engineer,New Grad,Node.js;Docker;SQL;TypeScript,React;Python,AWS,JavaScript,2.0,3,medium,0.61
R01812,Frontend Engineer,Mid,HTML;Next.js;CSS;TypeScript;Accessibility;React,Testing;JavaScript,,,4.0,2,high,0.72
R01813,Data Engineer,Intern,ETL;Airflow;GCP,Python;SQL,Kafka,AWS;Spark,0.2,3,medium,0.62
R01814,Frontend Engineer,Junior,TypeScript;Next.js;Accessibility;CSS;React,HTML;Testing,JavaScript,,3.0,1,medium,0.68
R01815,Site Reliability Engineer,Junior,Kubernetes;Python;Go;Linux;SLIs/SLOs,Incident Response;Observability,,,3.2,1,medium,0.67
R01816,Backend Software Engineer,Mid,Kubernetes;SQL;REST APIs;Java;CI/CD;C++,PostgreSQL;Go,Python,AWS,4.2,1,high,0.74
R01817,Embedded Software Engineer,Senior,SPI;I2C;UART;Microcontrollers;C++;C;RTOS,Debugging,,,10.3,2,high,0.8
R01818,Systems Software Engineer,New Grad,Linux;Profiling;C++;Concurrency,C;Memory Management,Rust,,2.0,3,medium,0.67
R01819,DevOps Engineer,Mid,Linux;Kubernetes;Python;CI/CD;AWS;Terraform,Docker,,,5.4,2,high,0.8
R01820,Machine Learning Engineer,Mid,PyTorch;Docker;scikit-learn;TensorFlow;AWS;Python,MLflow,,,6.7,1,high,0.75
R01821,Data Engineer,Junior,AWS;SQL;Airflow;Python;GCP,Kafka;Spark,ETL,,3.8,1,medium,0.71
R01822,Data Engineer,Junior,ETL;AWS;Spark;GCP;SQL,Airflow;Python,Kafka,,3.0,1,medium,0.66
R01823,Data Engineer,Intern,Kafka;Airflow;Spark,Python;SQL,AWS,GCP;ETL,1.0,3,medium,0.64
R01824,DevOps Engineer,Intern,Python;Kubernetes;Linux,Docker;Terraform,CI/CD,AWS,1.0,3,medium,0.56
R01825,Machine Learning Engineer,Junior,TensorFlow;Docker;MLflow;Python;AWS,scikit-learn;PyTorch,,,3.8,1,medium,0.72
R01826,Frontend Engineer,Junior,Testing;CSS;JavaScript;React;Next.js,Accessibility;HTML,TypeScript,,2.6,2,medium,0.73
R01827,Backend Software Engineer,Senior,AWS;CI/CD;PostgreSQL;REST APIs;Java;C++;Kubernetes,SQL;Python,Go,,7.0,2,high,0.79
R01828,Backend Software Engineer,New Grad,Docker;Go;PostgreSQL;Java,CI/CD;Kubernetes,AWS,SQL;REST APIs,1.6,4,medium,0.6
R01829,Systems Software Engineer,New Grad,Profiling;Memory Management;Concurrency;Rust,Linux;C,C++,,2.3,4,medium,0.67
R01830,Backend Software Engineer,New Grad,SQL;Docker;AWS;C++,CI/CD;REST APIs,Java,Go;Kubernetes,2.3,3,medium,0.64
R01831,Embedded Software Engineer,New Grad,UART;C;C++;I2C,SPI;Microcontrollers,RTOS,Debugging,1.3,3,medium,0.67
R01832,Embedded Software Engineer,Intern,C++;I2C;UART,C;SPI,Debugging,RTOS;Microcontrollers,1.0,2,medium,0.6
R01833,Full-Stack Engineer,New Grad,SQL;JavaScript;TypeScript;Docker,Python;Node.js,AWS,React,1.4,2,medium,0.67
R01834,Site Reliability Engineer,Mid,Observability;Linux;Python;Kubernetes;Go;SLIs/SLOs,Incident Response,,,5.4,1,high,0.8
R01835,Machine Learning Engineer,Junior,scikit-learn;Python;AWS;MLflow;TensorFlow,Docker;PyTorch,,,3.4,2,medium,0.68
R01836,Systems Software Engineer,Intern,C++;Rust;Profiling,Linux;Memory Management,Concurrency,C,1.2,5,medium,0.65
R01837,Frontend Engineer,Junior,Testing;Accessibility;React;HTML;TypeScript,JavaScript;Next.js,CSS,,3.9,3,medium,0.7
R01838,Full-Stack Engineer,New Grad,JavaScript;AWS;Python;React,Node.js;TypeScript,SQL,Docker,1.4,2,medium,0.63
R01839,Machine Learning Engineer,Mid,scikit-learn;PyTorch;Docker;Python;MLflow;AWS,TensorFlow,,,4.3,1,high,0.71
R01840,Embedded Software Engineer,Senior,Debugging;RTOS;UART;Microcontrollers;SPI;I2C;C++,C,,,8.1,1,high,0.76
R01841,Site Reliability Engineer,New Grad,SLIs/SLOs;Incident Response;Python;Kubernetes,Linux;Observability,Go,,1.2,4,medium,0.67
R01842,Frontend Engineer,Senior,Next.js;JavaScript;HTML;CSS;Testing;React;Accessibility,TypeScript,,,10.4,0,high,0.84
R01843,DevOps Engineer,Junior,Kubernetes;Terraform;Python;AWS;Linux,Docker;CI/CD,,,2.3,3,medium,0.7
R01844,Systems Software Engineer,Mid,Profiling;Memory Management;Rust;C;C++;Linux,Concurrency,,,5.1,2,high,0.73
R01845,Backend Software Engineer,Mid,SQL;Docker;REST APIs;Python;C++;Java,AWS;PostgreSQL,Go,Kubernetes,5.4,1,high,0.75
R01846,Full-Stack Engineer,Intern,AWS;JavaScript;React,Python;TypeScript,Node.js,Docker;SQL,0.0,5,medium,0.59
R01847,Data Engineer,New Grad,Python;Airflow;Spark;SQL,AWS;Kafka,ETL,GCP,1.2,4,medium,0.63
R01848,Site Reliability Engineer,Intern,Python;SLIs/SLOs;Observability,Linux;Go,Incident Response,Kubernetes,1.0,5,medium,0.61
R01849,Systems Software Engineer,Mid,Rust;C++;Concurrency;Linux;C;Memory Management,Profiling,,,6.3,1,high,0.77
R01850,Frontend Engineer,Intern,Next.js;Accessibility;HTML,React;Testing,JavaScript,CSS;TypeScript,1.2,2,medium,0.56
