resume_id,role,seniority,strong_skills,medium_skills,weak_skills,missing_skills,years_experience,projects_count,resume_quality,ats_score
R02932,Machine Learning Engineer,Junior,Model Serving;Computer Vision;TensorFlow;AWS;NLP,GCP;scikit-learn;Model Evaluation,CI/CD;MLflow,Experiment Tracking;Docker,3.9,4,medium,0.64
R02933,Frontend Engineer Intern,Intern,Next.js;Svelte;Web Performance,Webpack;Testing,Git,Vite;Design Systems,0.6,2,medium,0.52
R02934,Frontend Engineer,Junior,CI/CD;Testing;Jest;Next.js;React,Design Systems;Vue;JavaScript,Vite;TypeScript,Svelte;Git,4.5,3,medium,0.59
R02935,Firmware Engineer,Junior,Firmware;SPI;UART;Drivers;Git,RTOS;CAN Bus;Logic Analyzer,Debugging;I2C,CI/CD;Microcontrollers,1.6,5,medium,0.6
R02936,Full-Stack Engineer,Junior,REST APIs;AWS;SQL;TypeScript;Django,JavaScript;PostgreSQL;Docker,Redis;React,Next.js;GraphQL,2.6,2,medium,0.64
R02937,Frontend Engineer Intern,Intern,Testing;TypeScript;State Management;Playwright,CSS;Next.js,Jest,Accessibility,0.2,5,high,0.63
R02938,Full-Stack Engineer Intern,Intern,Docker;Node.js;System Design,PostgreSQL;Redis,Next.js,GraphQL;React,1.2,3,medium,0.53
R02939,Application Security Engineer,Junior,Code Review;SAST/DAST;Linux;IAM;CI/CD Security,KMS;Secure SDLC;Pen Testing,JavaScript;Threat Modeling,OWASP;API Security,1.2,5,medium,0.56
R02940,Frontend Engineer Intern,Intern,Playwright;Git,State Management;Svelte,Web Performance;Design Systems,Vue;HTML;Accessibility;Vite,1.3,3,low,0.46
R02941,Frontend Engineer Intern,Intern,Accessibility;React;JavaScript,Vite;Svelte,Web Performance,CI/CD;Design Systems,1.0,2,medium,0.56
R02942,Machine Learning Engineer Intern,Intern,Weights & Biases;Computer Vision,Docker;PyTorch,FastAPI;TensorFlow,NLP;GCP;scikit-learn;AWS,0.7,3,low,0.43
R02943,Embedded Software Intern,Intern,C;RTOS,CAN Bus;Memory,Unit Testing;Debugging,Drivers;Microcontrollers,0.6,2,low,0.44
R02944,Data Engineer Intern,Intern,Airflow;Terraform;Kafka,GCP;dbt,Docker,Data Quality,1.1,2,high,0.65
R02945,Firmware Engineer,New Grad,Logic Analyzer;UART;CI/CD,RTOS;Git;Memory Management,Microcontrollers;C,CAN Bus;Oscilloscope,1.0,3,low,0.47
R02946,Backend Software Engineer Intern,Intern,PostgreSQL;Go,Azure;Kubernetes,Linux;C++,gRPC;Docker;Redis;Testing,1.1,3,low,0.44
R02947,Frontend Engineer Intern,Intern,TypeScript;Svelte,Git;Next.js,CSS;Webpack,Playwright;Web Performance;CI/CD;Jest,0.7,5,low,0.47
R02948,Security Analyst Intern,Intern,Networking;Vulnerability Scanning,Python;Linux,AppSec Basics;CI/CD Security,Burp Suite;OWASP,1.2,2,low,0.42
R02949,Frontend Engineer,Junior,TypeScript;Vue;Tailwind;Git;HTML,Vite;Webpack;CSS,Testing;JavaScript,Svelte;State Management,4.4,4,medium,0.58
R02950,DevOps Engineer Intern,Intern,CI/CD;AWS,Logging;Kubernetes,Prometheus;Security,ArgoCD;Terraform;Ansible;Monitoring,0.5,4,low,0.52
R02951,Machine Learning Engineer Intern,Intern,FastAPI;Model Evaluation;AWS,Feature Engineering;PyTorch,TensorFlow,Weights & Biases,0.3,5,high,0.68
R02952,Security Analyst Intern,Intern,Python;Vulnerability Scanning;Burp Suite;SAST/DAST;Linux,CI/CD Security;SIEM,IAM,OWASP,1.1,2,high,0.67
R02953,Security Analyst Intern,Intern,Python;Networking,AppSec Basics;SAST/DAST,SIEM;Vulnerability Scanning,CI/CD Security;Cloud Security;Threat Modeling,1.1,5,low,0.49
R02954,Full-Stack Engineer Intern,Intern,Testing;TypeScript;Python,Git;Next.js,PostgreSQL,Auth;Node.js,0.3,2,medium,0.56
R02955,Application Security Engineer,Junior,Python;Threat Modeling;Linux;CI/CD Security;JavaScript;Code Review;IAM,Secure SDLC;SAST/DAST;Pen Testing,Burp Suite;API Security,Cloud Security,3.2,3,high,0.66
R02956,Robotics Software Engineer Intern,Intern,Sensors;SLAM,Simulation;Docker,Perception;OpenCV,ROS;CUDA;Git,0.8,2,low,0.45
R02957,Systems Software Engineer,New Grad,Concurrency;C;CI/CD,System Design;Debugging;C++,gdb;Networking,Docker;BPF/eBPF,1.8,5,low,0.48
R02958,Robotics Software Engineer Intern,Intern,ROS;Gazebo;Perception;Control Systems,CUDA;Docker,C++,OpenCV,1.3,5,high,0.65
R02959,Application Security Engineer,Junior,Linux;KMS;JavaScript;API Security;Pen Testing;Burp Suite;IAM,Secure SDLC;Threat Modeling;Code Review,Cloud Security;SAST/DAST,CI/CD Security,2.2,4,high,0.68
R02960,Backend Software Engineer Intern,Intern,Auth;PostgreSQL;Linux;Microservices,Terraform;GCP,Java,REST APIs,0.7,4,high,0.64
R02961,Data Analyst Intern,Intern,dbt;ETL;SQL,A/B Testing;BigQuery,Python,Snowflake;Statistics,1.3,4,medium,0.5
R02962,Backend Software Engineer,New Grad,Kubernetes;Observability;System Design;AWS,CI/CD;Python;Go,REST APIs,gRPC;MongoDB,1.3,5,medium,0.6
R02963,Systems Software Engineer,Junior,Rust;Concurrency;Profiling;BPF/eBPF,C;C++;System Design,CI/CD;Debugging;gdb,Linux;Docker,2.6,1,low,0.5
R02964,Site Reliability Engineer,New Grad,System Design;Python;CI/CD;Incident Response,On-call;Go;Tracing,Kubernetes,Grafana,2.1,6,high,0.64
R02965,Systems Software Engineer,Mid,CI/CD;C;Rust;Concurrency;Linux;Memory Management;Debugging;Profiling,Networking;Docker;C++;perf,BPF/eBPF;gdb,System Design,3.3,1,high,0.68
R02966,Firmware Engineer,New Grad,Firmware;C;Logic Analyzer;CI/CD,Linux;Drivers;SPI,C++,I2C;RTOS,1.5,6,medium,0.58
R02967,Frontend Engineer,Junior,TypeScript;Playwright;JavaScript;CI/CD;Git,CSS;State Management;HTML,React;Jest,Vite;Svelte,3.1,1,medium,0.65
R02968,Backend Software Engineer Intern,Intern,Python;Terraform;AWS;Azure;CI/CD,Docker;Go,SQL,System Design,0.9,4,high,0.67
R02969,Data Engineer Intern,Intern,Terraform;SQL;AWS,BigQuery;ETL,Python,Spark;Snowflake,0.9,4,medium,0.56
R02970,Backend Software Engineer,New Grad,Auth;Caching;MongoDB,System Design;C++;MySQL,Docker;AWS,Observability;Message Queues;SQL,0.7,2,low,0.48
R02971,Backend Software Engineer,Mid,gRPC;REST APIs;Message Queues;MySQL;Docker,Terraform;Python;Linux;System Design,Testing;Go;Observability,AWS;Auth;Kubernetes;SQL;PostgreSQL,2.5,2,low,0.45
R02972,Application Security Engineer,New Grad,Secure SDLC;KMS;Linux,Burp Suite;SAST/DAST;JavaScript,API Security;Python,Cloud Security;Threat Modeling,1.7,3,low,0.5
R02973,Data Analyst Intern,Intern,Dashboards;Snowflake;Data Cleaning,dbt;Pandas,Git,Power BI;Statistics,0.9,5,medium,0.57
R02974,Frontend Engineer,New Grad,React;Webpack;JavaScript;Testing;Playwright,Vite;HTML;Next.js,Design Systems,Git,1.4,6,high,0.65
R02975,Backend Software Engineer Intern,Intern,Linux;Microservices;Go,System Design;API Gateway,Python,Terraform;MongoDB,0.8,4,medium,0.56
R02976,Full-Stack Engineer Intern,Intern,PostgreSQL;Redis;REST APIs,CI/CD;Flask,React,System Design;Next.js,0.8,5,medium,0.55
R02977,Data Analyst Intern,Intern,A/B Testing;SQL,Data Cleaning;Python,Statistics;Dashboards,BigQuery;Power BI;Excel,1.5,3,low,0.44
R02978,Backend Software Engineer,New Grad,MySQL;CI/CD;REST APIs,Linux;Go;SQL,Caching;Python,Kubernetes;System Design;Terraform;Testing,2.0,3,low,0.42
R02979,Systems Software Engineer,Junior,BPF/eBPF;gdb;Linux;C++;Docker;Networking,Debugging;Profiling;Concurrency,System Design;C,perf,1.9,4,high,0.68
R02980,Firmware Engineer,New Grad,CAN Bus;Debugging;RTOS;Firmware,Memory Management;Oscilloscope;Bootloaders,C,I2C;SPI,1.3,4,medium,0.59
R02981,Data Engineer Intern,Intern,Pipelines;Kafka,Terraform;Snowflake,CI/CD;SQL,BigQuery;Spark,0.8,3,low,0.45
R02982,Application Security Engineer,Junior,Python;API Security;KMS;Cloud Security,Pen Testing;OWASP;IAM,Burp Suite;Code Review;Linux,CI/CD Security;SAST/DAST;Secure SDLC,2.0,2,low,0.46
R02983,Robotics Software Engineer Intern,Intern,C++;Linux;Simulation;OpenCV;ROS,CUDA;Python,Sensors,Docker,1.3,4,high,0.64
R02984,Site Reliability Engineer,New Grad,Terraform;SLIs/SLOs;Linux;Observability,Kubernetes;System Design;Tracing,Go,Prometheus;On-call,0.3,3,medium,0.53
R02985,Application Security Engineer,Mid,Python;JavaScript;API Security;Cloud Security;IAM,Threat Modeling;Code Review;KMS;Secure SDLC,Burp Suite;SAST/DAST;Pen Testing,Linux;OWASP;CI/CD Security,5.4,4,low,0.55
R02986,Frontend Engineer,New Grad,HTML;Git;Design Systems;Webpack,Svelte;Web Performance;Testing,Vue,Tailwind;Accessibility,0.6,5,medium,0.54
R02987,Robotics Software Engineer Intern,Intern,ROS;Simulation;CUDA,C++;Control Systems,Docker,Linux,0.8,5,high,0.65
R02988,Full-Stack Engineer,Junior,AWS;Python;Git;React;Node.js,Testing;TypeScript;System Design,Django;Java,Auth;Spring Boot,1.6,4,medium,0.65
R02989,Backend Software Engineer Intern,Intern,AWS;Linux,Python;CI/CD,Redis;Caching,gRPC;MongoDB;PostgreSQL,1.0,3,low,0.46
R02990,Application Security Engineer,Mid,Pen Testing;IAM;OWASP;Cloud Security;Threat Modeling;Code Review,API Security;Burp Suite;CI/CD Security;Secure SDLC,SAST/DAST;JavaScript,Python;KMS;Linux,6.6,2,medium,0.61
R02991,Data Analyst Intern,Intern,ETL;Snowflake,Statistics;Excel,Git;A/B Testing,Power BI;Tableau;Pandas;Dashboards,1.5,5,low,0.46
R02992,Machine Learning Engineer,New Grad,CI/CD;Model Evaluation;GCP,MLflow;AWS;NLP,Feature Engineering;PyTorch,Deployment;scikit-learn;Computer Vision;Experiment Tracking,0.6,3,low,0.48
R02993,Application Security Engineer,Junior,SAST/DAST;IAM;Burp Suite;JavaScript;OWASP,Cloud Security;Secure SDLC;Linux,Pen Testing;CI/CD Security,KMS;Code Review,3.1,3,medium,0.57
R02994,Embedded Software Intern,Intern,Firmware;Debugging;UART,Git;C++,Drivers,RTOS;Logic Analyzer,1.2,4,medium,0.59
R02995,Site Reliability Engineer,New Grad,Terraform;Go;Linux;SLIs/SLOs;Kubernetes;Tracing,Prometheus;Grafana;Incident Response,CI/CD,Docker,0.7,5,high,0.72
R02996,Machine Learning Engineer Intern,Intern,AWS;NLP;TensorFlow;PyTorch,Deployment;FastAPI,Experiment Tracking,Model Evaluation,0.9,5,high,0.62
R02997,DevOps Engineer Intern,Intern,CI/CD;Security;AWS,Networking;Monitoring,Docker,Ansible;Grafana,1.5,4,medium,0.61
R02998,Full-Stack Engineer,Junior,Redis;Spring Boot;TypeScript;System Design,JavaScript;React;Next.js,Python;PostgreSQL;Docker,GraphQL;Node.js;AWS;Django,2.0,4,low,0.49
R02999,Data Engineer Intern,Intern,Kafka;ETL;CI/CD,AWS;Docker,dbt,Spark;Data Quality,0.7,3,medium,0.53
R03000,Full-Stack Engineer Intern,Intern,Redis;Git,Docker;Python,AWS;GraphQL,Testing;System Design;Flask,0.7,5,low,0.44
R03001,Security Analyst Intern,Intern,Threat Modeling;IAM;Cloud Security,Linux;Vulnerability Scanning,CI/CD Security,AppSec Basics;SIEM,0.4,4,medium,0.55
R03002,Security Analyst Intern,Intern,CI/CD Security;Linux,Threat Modeling;IAM,OWASP;Vulnerability Scanning,SAST/DAST;Burp Suite,0.5,2,low,0.49
R03003,DevOps Engineer Intern,Intern,Python;Logging,Bash;Kubernetes,Networking;Monitoring,Docker;Security,0.8,2,low,0.45
R03004,Embedded Software Intern,Intern,Linux;Git;Firmware,Logic Analyzer;UART,Unit Testing,RTOS,1.2,2,high,0.63
R03005,Machine Learning Engineer,Mid,Model Evaluation;Feature Engineering;CI/CD;Docker;AWS;Experiment Tracking,GCP;Deployment;MLflow;scikit-learn,FastAPI;Model Serving,Computer Vision;NLP;PyTorch,5.7,2,medium,0.65
R03006,DevOps Engineer Intern,Intern,Python;Prometheus;Kubernetes,Linux;ArgoCD,AWS,Docker,0.4,5,high,0.68
R03007,Frontend Engineer Intern,Intern,Vue;Testing;TypeScript,JavaScript;Webpack,Vite,Design Systems,1.0,4,high,0.63
R03008,Full-Stack Engineer Intern,Intern,SQL;Redis;GraphQL;Git,Testing;Python,System Design,Flask,1.8,4,high,0.65
R03009,Firmware Engineer,New Grad,Firmware;Microcontrollers;Git;UART,C;RTOS;Bootloaders,Debugging,Drivers;Linux,1.6,5,medium,0.61
R03010,Robotics Software Engineer Intern,Intern,Control Systems;CUDA;Docker,ROS;C++,SLAM,Sensors;Gazebo,0.5,5,medium,0.56
R03011,Firmware Engineer,Mid,C++;RTOS;CAN Bus;Logic Analyzer;SPI,Git;UART;C;CI/CD,Debugging;Microcontrollers;Firmware,I2C;Drivers;Bootloaders;Memory Management,4.9,1,low,0.46
R03012,Machine Learning Engineer,New Grad,GCP;AWS;CI/CD;Computer Vision;MLflow,Deployment;Feature Engineering;Python,Experiment Tracking,scikit-learn,2.2,4,high,0.66
R03013,Site Reliability Engineer,New Grad,Tracing;Go;Grafana;Terraform,Chaos Engineering;On-call;Kubernetes,Docker,Prometheus;Observability,1.5,6,medium,0.53
R03014,Backend Software Engineer Intern,Intern,Python;Java;Azure,Kubernetes;Docker,Redis,Microservices;MongoDB,0.4,2,medium,0.52
R03015,Full-Stack Engineer,Junior,Java;React;CI/CD;Redis,Docker;System Design;SQL,Auth;Django;Node.js,Git;Next.js;AWS,2.2,3,low,0.48
R03016,Machine Learning Engineer,Junior,MLflow;Experiment Tracking;scikit-learn;Feature Engineering,GCP;Computer Vision;Model Serving,Model Evaluation;Deployment;AWS,FastAPI;CI/CD,2.0,5,low,0.51
R03017,Data Analyst Intern,Intern,Dashboards;dbt;SQL,Data Cleaning;BigQuery,Statistics,ETL,0.8,5,high,0.69
R03018,Data Engineer Intern,Intern,Terraform;Pipelines;CI/CD,dbt;AWS,GCP,Spark;ETL,0.6,4,medium,0.55
R03019,Frontend Engineer,New Grad,Web Performance;Vue;Next.js,Playwright;React;CSS,Webpack;TypeScript,Accessibility;State Management;Testing;Tailwind,0.7,3,low,0.43
R03020,Site Reliability Engineer,Junior,Chaos Engineering;Linux;On-call;Observability;System Design,Python;SLIs/SLOs;Docker,CI/CD;Kubernetes,Grafana;Incident Response,1.6,1,medium,0.59
R03021,Site Reliability Engineer,New Grad,Terraform;Observability;Incident Response;Go;Linux,Prometheus;Chaos Engineering;Grafana,Tracing,System Design,1.1,3,high,0.61
R03022,Security Analyst Intern,Intern,SIEM;Burp Suite,IAM;SAST/DAST,Threat Modeling;Vulnerability Scanning,CI/CD Security;OWASP;Cloud Security;Networking,0.0,3,low,0.45
R03023,Frontend Engineer,Junior,Vite;CSS;Webpack;Testing;Design Systems,CI/CD;State Management;React,Vue;Jest,Next.js;Svelte,2.4,5,medium,0.6
R03024,Full-Stack Engineer Intern,Intern,React;Auth;Redis,Django;PostgreSQL,Python,GraphQL;Testing,1.3,4,medium,0.57
R03025,Robotics Software Engineer Intern,Intern,Docker;Sensors;Linux;Git,Python;Gazebo,SLAM,CUDA,1.9,4,high,0.65
R03026,Data Analyst Intern,Intern,Snowflake;Python;A/B Testing,Data Cleaning;Tableau,Excel,Power BI;dbt,1.0,5,medium,0.54
R03027,Backend Software Engineer,New Grad,API Gateway;Caching;REST APIs;Terraform;CI/CD;AWS,System Design;Linux;Docker,Git,Kubernetes,1.7,3,high,0.62
R03028,Firmware Engineer,New Grad,UART;RTOS;C,Firmware;I2C;Memory Management,Debugging;Microcontrollers,Linux;Logic Analyzer;CI/CD;Git,1.1,2,low,0.51
R03029,Site Reliability Engineer,Junior,Grafana;Tracing;Go;Terraform;CI/CD;SLIs/SLOs,Chaos Engineering;System Design;Incident Response,On-call;Prometheus,Docker,1.9,4,high,0.63
R03030,Firmware Engineer,New Grad,C;Logic Analyzer;Memory Management;Debugging,CAN Bus;SPI;Linux,Git,Bootloaders;UART,1.6,3,medium,0.54
R03031,Machine Learning Engineer Intern,Intern,Deployment;MLflow;Feature Engineering,NLP;AWS,scikit-learn,Experiment Tracking;GCP,0.8,2,medium,0.61
R03032,Machine Learning Engineer Intern,Intern,FastAPI;Computer Vision;MLflow,PyTorch;Model Evaluation,Experiment Tracking,AWS;NLP,0.9,3,medium,0.56
R03033,Application Security Engineer,New Grad,Linux;Secure SDLC;JavaScript;Burp Suite,OWASP;Python;Code Review,Cloud Security,API Security;IAM,2.2,6,medium,0.59
R03034,DevOps Engineer Intern,Intern,Monitoring;CI/CD;ArgoCD,Ansible;Terraform,Docker,Kubernetes;Prometheus,1.4,2,medium,0.56
R03035,DevOps Engineer Intern,Intern,Networking;Linux;Prometheus,AWS;CI/CD,Kubernetes,Grafana,0.8,2,high,0.6
R03036,Frontend Engineer Intern,Intern,Git;Web Performance,Webpack;CI/CD,Svelte;TypeScript,React;CSS;HTML;Accessibility,1.1,4,low,0.5
R03037,Data Analyst Intern,Intern,Python;dbt;SQL,Data Cleaning;Tableau,A/B Testing,Pandas;Dashboards,0.5,4,medium,0.54
R03038,Backend Software Engineer Intern,Intern,Azure;Testing;REST APIs,Auth;Git,Terraform,CI/CD,1.0,3,high,0.63
R03039,Machine Learning Engineer,Junior,Docker;Computer Vision;AWS;GCP;FastAPI,scikit-learn;Python;Model Evaluation,Feature Engineering;NLP,Deployment;Model Serving,3.6,4,medium,0.54
R03040,Backend Software Engineer Intern,Intern,GCP;MySQL;Java;Testing,Linux;Auth,CI/CD,API Gateway,0.9,5,high,0.64
R03041,Backend Software Engineer,Junior,Redis;Caching;Auth;Java;gRPC,Git;Go;Microservices,Kubernetes;C++,REST APIs,3.4,4,high,0.68
R03042,Security Analyst Intern,Intern,AppSec Basics;IAM;Python,SAST/DAST;SIEM,Burp Suite,Threat Modeling;OWASP,0.7,4,medium,0.57
R03043,Machine Learning Engineer Intern,Intern,Computer Vision;Python;Experiment Tracking,AWS;MLflow,PyTorch,TensorFlow;FastAPI,1.3,3,medium,0.51
R03044,Security Analyst Intern,Intern,Networking;Threat Modeling;IAM,Burp Suite;SIEM,Python,AppSec Basics;Vulnerability Scanning,0.5,3,medium,0.55
R03045,Full-Stack Engineer,New Grad,JavaScript;TypeScript;PostgreSQL;Git,React;Testing;Next.js,Auth,REST APIs;Django,0.3,3,medium,0.58
R03046,Firmware Engineer,New Grad,Logic Analyzer;SPI;Microcontrollers;C++;Oscilloscope;I2C,Memory Management;Bootloaders;CAN Bus,Git,Debugging,1.7,3,high,0.72
R03047,Backend Software Engineer Intern,Intern,Git;System Design;REST APIs,Kubernetes;Terraform,Azure,Microservices;MongoDB,1.1,4,medium,0.55
R03048,Frontend Engineer Intern,Intern,HTML;Next.js;Testing,Webpack;Web Performance,CSS,State Management;CI/CD,0.7,3,medium,0.6
R03049,Data Engineer Intern,Intern,BigQuery;Airflow,Docker;Kafka,Data Modeling;Spark,AWS;dbt,0.6,4,low,0.42
R03050,Machine Learning Engineer Intern,Intern,Experiment Tracking;Python;Deployment;Model Evaluation,GCP;Weights & Biases,MLflow,Computer Vision,0.6,4,high,0.64
R03051,Frontend Engineer,Junior,React;Svelte;CI/CD;TypeScript,JavaScript;Git;Testing,HTML;State Management;Design Systems,Accessibility;Next.js,2.5,5,low,0.5
R03052,Frontend Engineer Intern,Intern,CI/CD;Git;Next.js;Vite;Tailwind,Webpack;Accessibility,Svelte,Playwright,1.1,2,high,0.64
R03053,Machine Learning Engineer Intern,Intern,Python;Model Evaluation,AWS;MLflow,scikit-learn;Feature Engineering,PyTorch;Deployment,1.7,5,low,0.46
R03054,Machine Learning Engineer Intern,Intern,MLflow;Weights & Biases;Computer Vision;TensorFlow;Feature Engineering,Python;FastAPI,GCP,Docker,1.5,5,high,0.66
R03055,Data Analyst Intern,Intern,Data Cleaning;Pandas,ETL;Git,SQL;Tableau,Snowflake;Power BI,1.5,5,low,0.48
R03056,Full-Stack Engineer Intern,Intern,Git;REST APIs;React,Auth;Docker,TypeScript,Node.js;Redis,0.5,5,medium,0.54
R03057,Full-Stack Engineer,Mid,Django;Next.js;Spring Boot;React;AWS,Redis;GraphQL;CI/CD;Auth,Java;Node.js;Git,Testing;REST APIs;System Design;SQL;Docker,4.1,1,low,0.49
R03058,DevOps Engineer Intern,Intern,Prometheus;CI/CD;Docker,Ansible;Terraform,Monitoring,Logging;ArgoCD,1.0,4,medium,0.61
R03059,Frontend Engineer Intern,Intern,Tailwind;Git,Accessibility;Next.js,React;Svelte,Design Systems;Vite;State Management,0.8,4,low,0.45
R03060,Robotics Software Engineer Intern,Intern,Sensors;Simulation;Control Systems;C++,Linux;SLAM,Python,CUDA,0.7,3,high,0.67
R03061,Frontend Engineer,Junior,Accessibility;CSS;Playwright;Vue;Next.js;Testing,Svelte;Design Systems;Web Performance,State Management;JavaScript,HTML,2.7,2,high,0.66
R03062,Embedded Software Intern,Intern,Drivers;C;Git;UART,Logic Analyzer;I2C,C++,Firmware,0.9,3,high,0.65
R03063,Embedded Software Intern,Intern,Interrupts;C++;Linux,Git;CAN Bus,RTOS,Unit Testing;SPI,1.7,3,medium,0.58
R03064,Systems Software Engineer,New Grad,Linux;CI/CD;gdb;perf,Debugging;C;Profiling,Memory Management,System Design;Networking,0.4,6,medium,0.57
R03065,Data Analyst Intern,Intern,BigQuery;Git;Tableau,Data Cleaning;Power BI,Statistics,Excel;Pandas,0.5,3,medium,0.56
R03066,Frontend Engineer Intern,Intern,React;Testing;HTML,Svelte;Vite,Next.js,Git,1.3,2,high,0.64
R03067,Data Analyst Intern,Intern,Data Cleaning;Pandas;dbt;Statistics;Dashboards,BigQuery;Git,Tableau,Power BI,1.0,4,high,0.6
R03068,Frontend Engineer Intern,Intern,Webpack;JavaScript,Testing;Accessibility,Jest;CSS,React;State Management,0.4,5,low,0.47
R03069,Frontend Engineer Intern,Intern,State Management;Design Systems;Testing;HTML;Tailwind,Vite;Playwright,Web Performance,CSS,0.7,3,high,0.62
R03070,Machine Learning Engineer,New Grad,Python;NLP;Deployment,Model Evaluation;FastAPI;Experiment Tracking,CI/CD;scikit-learn,AWS;Model Serving;Docker,1.1,3,low,0.5
R03071,Data Analyst Intern,Intern,SQL;ETL;Statistics,dbt;Snowflake,Dashboards,Tableau;Data Cleaning,0.4,5,medium,0.57
R03072,Frontend Engineer Intern,Intern,Playwright;Vue,React;CI/CD,Vite;Web Performance,State Management;CSS;Git,0.3,3,low,0.5
R03073,Machine Learning Engineer,Junior,PyTorch;Computer Vision;NLP;Docker;scikit-learn,FastAPI;Python;Model Serving,Model Evaluation;Feature Engineering,Experiment Tracking;TensorFlow,1.8,1,medium,0.61
R03074,DevOps Engineer Intern,Intern,Bash;Security;Docker;AWS,CI/CD;Prometheus,Linux,Grafana,0.9,5,high,0.66
R03075,Robotics Software Engineer Intern,Intern,Gazebo;Python;Linux,C++;CUDA,Docker,Simulation,0.9,5,high,0.61
R03076,Full-Stack Engineer,Mid,CI/CD;SQL;AWS;GraphQL;REST APIs,Spring Boot;Git;PostgreSQL;React,Testing;Django;Auth,Docker;Redis;Next.js,3.8,3,low,0.51
R03077,DevOps Engineer Intern,Intern,Terraform;ArgoCD;Monitoring;Grafana;Docker,Python;Ansible,Security,AWS,0.8,5,high,0.62
R03078,Application Security Engineer,New Grad,Python;Cloud Security;API Security;SAST/DAST,CI/CD Security;Burp Suite;Code Review,JavaScript,Threat Modeling;IAM,0.9,3,medium,0.58
R03079,Full-Stack Engineer,New Grad,Spring Boot;Git;Node.js,Python;REST APIs;Java,CI/CD;AWS,Testing;Auth;System Design;SQL,1.4,6,low,0.47
R03080,Systems Software Engineer,New Grad,Debugging;C++;Profiling,C;Concurrency;Linux,CI/CD;perf,Memory Management;Docker;BPF/eBPF;Networking,1.3,2,low,0.46
R03081,Robotics Software Engineer Intern,Intern,C++;Perception;Python,CUDA;Gazebo,Linux,Sensors;Docker,0.9,3,medium,0.56
R03082,Systems Software Engineer,New Grad,Docker;C;CI/CD;C++,System Design;gdb;Networking,Linux,BPF/eBPF,2.0,3,high,0.68
R03083,Data Engineer Intern,Intern,Airflow;ETL;AWS,Data Quality;Python,CI/CD,GCP;Kafka,0.7,2,medium,0.55
R03084,Frontend Engineer Intern,Intern,Playwright;Git;React;CSS;Jest,JavaScript;Web Performance,State Management,Tailwind,0.8,4,high,0.67
R03085,Security Analyst Intern,Intern,AppSec Basics;CI/CD Security,Threat Modeling;Vulnerability Scanning,SAST/DAST;Linux,SIEM;Cloud Security,0.7,2,low,0.44
R03086,Backend Software Engineer Intern,Intern,Go;Java,Microservices;CI/CD,Testing;Caching,Azure;MySQL;Git,0.7,3,low,0.47
R03087,Backend Software Engineer,Mid,C++;MySQL;Redis;Terraform;SQL;Python,Observability;Docker;CI/CD;Microservices,Kubernetes;MongoDB,Message Queues;Git;REST APIs,6.2,2,medium,0.62
R03088,Backend Software Engineer Intern,Intern,GCP;CI/CD;Kubernetes,Caching;gRPC,REST APIs,Microservices;Auth,1.5,4,medium,0.59
R03089,Backend Software Engineer,New Grad,Message Queues;MongoDB;MySQL;Redis,Git;C++;Linux,System Design,SQL;gRPC,1.0,4,medium,0.55
R03090,Backend Software Engineer Intern,Intern,System Design;SQL;Kubernetes,Auth;AWS,Caching,GCP;MongoDB,1.4,2,medium,0.57
R03091,Machine Learning Engineer,New Grad,Computer Vision;Experiment Tracking;Deployment,AWS;Model Evaluation;FastAPI,TensorFlow;Feature Engineering,PyTorch;scikit-learn,1.8,2,low,0.5
R03092,Machine Learning Engineer,Junior,Feature Engineering;NLP;TensorFlow;Python,scikit-learn;Docker;Model Serving,Deployment;Experiment Tracking;MLflow,CI/CD;Computer Vision,1.0,5,low,0.48
R03093,Backend Software Engineer Intern,Intern,Auth;gRPC;C++,Kubernetes;MySQL,Caching,PostgreSQL,1.3,4,high,0.66
R03094,Security Analyst Intern,Intern,AppSec Basics;Cloud Security;OWASP,Threat Modeling;CI/CD Security,IAM,SIEM;Vulnerability Scanning,1.0,2,medium,0.54
R03095,Firmware Engineer,New Grad,C;SPI;CI/CD;Git;Oscilloscope,Memory Management;Drivers;Microcontrollers,CAN Bus,Firmware,1.9,5,high,0.64
R03096,Systems Software Engineer,Junior,C++;Networking;CI/CD;Rust;Profiling,Linux;gdb;Debugging,Docker;perf,BPF/eBPF;Memory Management,2.3,3,medium,0.62
R03097,Firmware Engineer,Junior,SPI;C;Oscilloscope;Bootloaders;Drivers,Debugging;UART;Memory Management,Git;Firmware,CI/CD;Linux,4.7,1,medium,0.57
R03098,Full-Stack Engineer Intern,Intern,Python;TypeScript;JavaScript;AWS;Next.js,REST APIs;SQL,Git,Django,0.7,3,high,0.62
R03099,Application Security Engineer,New Grad,CI/CD Security;OWASP;Code Review;Python,Burp Suite;SAST/DAST;Linux,JavaScript,KMS;IAM,1.1,3,medium,0.55
R03100,Backend Software Engineer Intern,Intern,MySQL;MongoDB,Testing;Go,Auth;Caching,Kubernetes;Redis,0.7,3,low,0.48
R03101,Robotics Software Engineer Intern,Intern,Control Systems;Perception,Linux;C++,CUDA;Simulation,OpenCV;Git;SLAM;Gazebo,0.6,2,low,0.45
R03102,Firmware Engineer,Junior,UART;CI/CD;CAN Bus;Drivers;Memory Management,C++;C;Bootloaders,Linux;Microcontrollers,RTOS;Debugging,2.7,2,medium,0.6
