job_id,job_title,domain,employment_type,seniority,experience_required,company_type,location,job_description,skills
8c472630-980f-4542-b8f4-c24abb8712db,Software Engineer – Full Stack,Full Stack,Internship,Intern,0 years,healthtech company,"Seattle, WA","We are a healthtech company seeking a Software Engineer – Full Stack (Intern) to join our team. You will own features
end-to-end from UI to database, implement authentication and authorization flows, and design APIs and integrate frontend
with backend services. This role is based in Seattle, WA and offers opportunities to work on real-world systems at
scale.","SQL, Flask, Django, React, APIs"
ada16374-a23f-442a-907e-18df6530916c,Backend Engineer,Backend,Full-time,Junior,1-3 years,FAANG-scale tech company,"Austin, TX","We are a FAANG-scale tech company seeking a Backend Engineer (Junior) to join our team. You will optimize database
queries and system performance, develop and maintain APIs used by millions of users, and design and build scalable
backend services. This role is based in Austin, TX and offers opportunities to work on real-world systems at scale.","Go, gRPC, Java, Kafka, Python"
6f2a9ae0-5b79-437d-adeb-6b53793bf4f9,Full Stack Engineer,Full Stack,Full-time,Junior,3-5 years,enterprise SaaS company,"Boston, MA","We are a enterprise SaaS company seeking a Full Stack Engineer (Junior) to join our team. You will design APIs and
integrate frontend with backend services, deploy and monitor production systems, and own features end-to-end from UI to
database. This role is based in Boston, MA and offers opportunities to work on real-world systems at scale.","Flask, APIs, React, SQL, Authentication"
80c586b5-4da1-44d2-ba47-7cbe290785b0,Web Engineer,Frontend,Full-time,Mid-Level,3-5 years,fintech company,Remote,"We are a fintech company seeking a Web Engineer (Mid-Level) to join our team. You will translate design mockups into
production-ready code, collaborate closely with designers and product managers, and build responsive and accessible user
interfaces. This role is based in Remote and offers opportunities to work on real-world systems at scale.","CSS, Accessibility, JavaScript, Next.js"
d36fa3cb-27e2-4531-8ccc-434a59ae58d2,UI Engineer,Frontend,Full-time,Mid-Level,0-1 years,FAANG-scale tech company,"New York, NY","We are a FAANG-scale tech company seeking a UI Engineer (Mid-Level) to join our team. You will build responsive and
accessible user interfaces, optimize frontend performance and bundle sizes, and collaborate closely with designers and
product managers. This role is based in New York, NY and offers opportunities to work on real-world systems at scale.","HTML, TypeScript, Next.js, Accessibility, Web Performance, JavaScript"
71f8d33f-5bfb-4f0e-b11e-bea89e531b2e,Business Intelligence Engineer,Data,Full-time,Mid-Level,3-5 years,fast-growing startup,"Austin, TX","We are a fast-growing startup seeking a Business Intelligence Engineer (Mid-Level) to join our team. You will analyze
large datasets to extract actionable insights, define metrics and KPIs to guide business decisions, and build dashboards
and reports for stakeholders. This role is based in Austin, TX and offers opportunities to work on real-world systems at
scale.","A/B Testing, Tableau, Python, SQL, Statistics, Power BI"
24da82be-dd11-4516-acdd-aa074718f66f,Software Engineer – Full Stack,Full Stack,Internship,Intern,0 years,cloud infrastructure company,"San Francisco, CA","We are a cloud infrastructure company seeking a Software Engineer – Full Stack (Intern) to join our team. You will
implement authentication and authorization flows, deploy and monitor production systems, and own features end-to-end
from UI to database. This role is based in San Francisco, CA and offers opportunities to work on real-world systems at
scale.","Django, APIs, React, Node.js, Authentication"
7cd12a0c-24b0-4e0c-b8dd-c8b5097cb9fd,Platform Engineer,DevOps,Internship,Intern,0 years,fast-growing startup,"Seattle, WA","We are a fast-growing startup seeking a Platform Engineer (Intern) to join our team. You will respond to incidents and
perform root-cause analysis, manage cloud infrastructure and deployments, and build and maintain CI/CD pipelines. This
role is based in Seattle, WA and offers opportunities to work on real-world systems at scale.","AWS, Kubernetes, Terraform, Monitoring, Docker, CI/CD"
9aab1c60-6dc0-46eb-9a32-1d793f9bc933,UI Engineer,Frontend,Full-time,Mid-Level,0-1 years,enterprise SaaS company,"New York, NY","We are a enterprise SaaS company seeking a UI Engineer (Mid-Level) to join our team. You will translate design mockups
into production-ready code, collaborate closely with designers and product managers, and build responsive and accessible
user interfaces. This role is based in New York, NY and offers opportunities to work on real-world systems at scale.","Accessibility, Web Performance, HTML, Next.js, React"
80b39cd5-a86f-49ce-95cc-67ead057cfc4,Backend Engineer,Backend,Full-time,Junior,0-1 years,FAANG-scale tech company,Remote,"We are a FAANG-scale tech company seeking a Backend Engineer (Junior) to join our team. You will collaborate with
frontend and infrastructure teams, design and build scalable backend services, and optimize database queries and system
performance. This role is based in Remote and offers opportunities to work on real-world systems at scale.","Kafka, gRPC, SQL, NoSQL, Redis, REST, Java"
9a4198c1-8b87-44da-97d1-fae56d83c29a,Full Stack Engineer,Full Stack,Internship,Intern,0 years,FAANG-scale tech company,"Seattle, WA","We are a FAANG-scale tech company seeking a Full Stack Engineer (Intern) to join our team. You will own features end-to-
end from UI to database, design APIs and integrate frontend with backend services, and implement authentication and
authorization flows. This role is based in Seattle, WA and offers opportunities to work on real-world systems at scale.","Authentication, Node.js, SQL, Django, APIs"
e5c21c5c-b1ee-4c38-98a4-aabb4ac6aaa2,Embedded Software Engineer,Embedded,Full-time,New Grad,0-1 years,fintech company,Remote,"We are a fintech company seeking a Embedded Software Engineer (New Grad) to join our team. You will develop firmware for
embedded devices, debug low-level issues using logic analyzers and debuggers, and optimize code for memory and
performance constraints. This role is based in Remote and offers opportunities to work on real-world systems at scale.","SPI, UART, C, RTOS, Microcontrollers, I2C, C++"
19ac4aca-7ce4-4931-9b73-7c304b73d27a,Embedded Software Engineer,Embedded,Full-time,Junior,1-3 years,healthtech company,"Seattle, WA","We are a healthtech company seeking a Embedded Software Engineer (Junior) to join our team. You will develop firmware
for embedded devices, interface directly with hardware components, and debug low-level issues using logic analyzers and
debuggers. This role is based in Seattle, WA and offers opportunities to work on real-world systems at scale.","C++, RTOS, UART, I2C, Microcontrollers, C"
9088046f-eaf9-4f23-b29e-fbeaa6b00bd1,Full Stack Engineer,Full Stack,Internship,Intern,0 years,AI-first startup,"Seattle, WA","We are a AI-first startup seeking a Full Stack Engineer (Intern) to join our team. You will own features end-to-end from
UI to database, design APIs and integrate frontend with backend services, and deploy and monitor production systems.
This role is based in Seattle, WA and offers opportunities to work on real-world systems at scale.","Flask, Authentication, SQL, Django"
2abb8be6-c09d-41ce-8de6-15cd61408d3c,Full Stack Engineer,Full Stack,Internship,Intern,0 years,cloud infrastructure company,Remote,"We are a cloud infrastructure company seeking a Full Stack Engineer (Intern) to join our team. You will own features
end-to-end from UI to database, deploy and monitor production systems, and implement authentication and authorization
flows. This role is based in Remote and offers opportunities to work on real-world systems at scale.","Node.js, APIs, SQL, React"
d926dc09-9ecb-4609-aaee-1b233c353041,Distributed Systems Engineer,Backend,Internship,Intern,0 years,fintech company,"San Francisco, CA","We are a fintech company seeking a Distributed Systems Engineer (Intern) to join our team. You will collaborate with
frontend and infrastructure teams, optimize database queries and system performance, and develop and maintain APIs used
by millions of users. This role is based in San Francisco, CA and offers opportunities to work on real-world systems at
scale.","Python, NoSQL, Java, Go, Redis"
eb0b2452-42ec-465a-a920-948478a06e41,Full Stack Engineer,Full Stack,Internship,Intern,0 years,FAANG-scale tech company,"Seattle, WA","We are a FAANG-scale tech company seeking a Full Stack Engineer (Intern) to join our team. You will deploy and monitor
production systems, own features end-to-end from UI to database, and design APIs and integrate frontend with backend
services. This role is based in Seattle, WA and offers opportunities to work on real-world systems at scale.","Node.js, Authentication, SQL, React"
03279465-8898-4be8-973a-476241d02168,Site Reliability Engineer,DevOps,Internship,Intern,0 years,enterprise SaaS company,Remote,"We are a enterprise SaaS company seeking a Site Reliability Engineer (Intern) to join our team. You will manage cloud
infrastructure and deployments, respond to incidents and perform root-cause analysis, and improve system reliability and
observability. This role is based in Remote and offers opportunities to work on real-world systems at scale.","Terraform, Docker, CI/CD, AWS, Kubernetes, Monitoring"
03da0653-4a62-4f45-a2eb-aa58af2c431e,AI Engineer,ML,Full-time,Mid-Level,3-5 years,cloud infrastructure company,Hybrid,"We are a cloud infrastructure company seeking a AI Engineer (Mid-Level) to join our team. You will experiment with new
algorithms and model architectures, evaluate model performance and iterate rapidly, and collaborate with data engineers
on data pipelines. This role is based in Hybrid and offers opportunities to work on real-world systems at scale.","PyTorch, Python, ML Algorithms, Feature Engineering"
99ecb37f-e5ed-4947-b60b-7521405ffc22,Embedded Software Engineer,Embedded,Internship,Intern,0 years,FAANG-scale tech company,Hybrid,"We are a FAANG-scale tech company seeking a Embedded Software Engineer (Intern) to join our team. You will optimize code
for memory and performance constraints, develop firmware for embedded devices, and debug low-level issues using logic
analyzers and debuggers. This role is based in Hybrid and offers opportunities to work on real-world systems at scale.","UART, I2C, RTOS, C, Microcontrollers, SPI, C++"
dfaf8322-e540-41c2-81b9-113e8ab3a5ba,Firmware Engineer,Embedded,Full-time,New Grad,0-1 years,cloud infrastructure company,"Seattle, WA","We are a cloud infrastructure company seeking a Firmware Engineer (New Grad) to join our team. You will optimize code
for memory and performance constraints, develop firmware for embedded devices, and debug low-level issues using logic
analyzers and debuggers. This role is based in Seattle, WA and offers opportunities to work on real-world systems at
scale.","I2C, RTOS, Microcontrollers, C, UART, SPI, C++"
0d3f2e39-2cb2-45d1-88cc-aaa84ab33294,Data Analyst,Data,Full-time,Junior,1-3 years,cloud infrastructure company,"New York, NY","We are a cloud infrastructure company seeking a Data Analyst (Junior) to join our team. You will build dashboards and
reports for stakeholders, analyze large datasets to extract actionable insights, and define metrics and KPIs to guide
business decisions. This role is based in New York, NY and offers opportunities to work on real-world systems at scale.","A/B Testing, Statistics, Power BI, Python, Tableau"
c6e84ec5-d976-49e0-a814-9b6b6c697c04,Web Engineer,Frontend,Full-time,New Grad,0-1 years,fast-growing startup,"Austin, TX","We are a fast-growing startup seeking a Web Engineer (New Grad) to join our team. You will optimize frontend performance
and bundle sizes, translate design mockups into production-ready code, and collaborate closely with designers and
product managers. This role is based in Austin, TX and offers opportunities to work on real-world systems at scale.","CSS, Next.js, JavaScript, HTML, React, Web Performance, TypeScript"
93ad82f0-09aa-4155-bbb4-501cbec2dcdf,DevOps Engineer,DevOps,Full-time,New Grad,3-5 years,enterprise SaaS company,Hybrid,"We are a enterprise SaaS company seeking a DevOps Engineer (New Grad) to join our team. You will build and maintain
CI/CD pipelines, improve system reliability and observability, and respond to incidents and perform root-cause analysis.
This role is based in Hybrid and offers opportunities to work on real-world systems at scale.","Monitoring, AWS, Docker, Terraform, Kubernetes, CI/CD"
2210002c-1ebf-492b-88a1-61f591339daf,Software Engineer – Full Stack,Full Stack,Full-time,Mid-Level,1-3 years,enterprise SaaS company,Hybrid,"We are a enterprise SaaS company seeking a Software Engineer – Full Stack (Mid-Level) to join our team. You will deploy
and monitor production systems, own features end-to-end from UI to database, and implement authentication and
authorization flows. This role is based in Hybrid and offers opportunities to work on real-world systems at scale.","React, Flask, APIs, Node.js, Authentication"
f81de701-14af-4b34-8e87-a1040e177f98,Backend Engineer,Backend,Full-time,New Grad,0-1 years,fast-growing startup,Hybrid,"We are a fast-growing startup seeking a Backend Engineer (New Grad) to join our team. You will design and build scalable
backend services, collaborate with frontend and infrastructure teams, and develop and maintain APIs used by millions of
users. This role is based in Hybrid and offers opportunities to work on real-world systems at scale.","SQL, Java, gRPC, NoSQL, Go, Python, REST"
e5e8cefd-f2a0-4a80-9329-7319c7c379f5,DevOps Engineer,DevOps,Full-time,Junior,0-1 years,FAANG-scale tech company,"Austin, TX","We are a FAANG-scale tech company seeking a DevOps Engineer (Junior) to join our team. You will respond to incidents and
perform root-cause analysis, manage cloud infrastructure and deployments, and build and maintain CI/CD pipelines. This
role is based in Austin, TX and offers opportunities to work on real-world systems at scale.","Kubernetes, AWS, Terraform, CI/CD"
f12c0024-2b1c-4451-994c-111180852933,Business Intelligence Engineer,Data,Full-time,Junior,0-1 years,fast-growing startup,"New York, NY","We are a fast-growing startup seeking a Business Intelligence Engineer (Junior) to join our team. You will define
metrics and KPIs to guide business decisions, build dashboards and reports for stakeholders, and work with engineering
teams to improve data quality. This role is based in New York, NY and offers opportunities to work on real-world systems
at scale.","Tableau, Python, SQL, Statistics, A/B Testing"
b5767143-114a-4ed0-bdeb-565c94540998,AI Engineer,ML,Full-time,New Grad,1-3 years,fintech company,"San Francisco, CA","We are a fintech company seeking a AI Engineer (New Grad) to join our team. You will collaborate with data engineers on
data pipelines, evaluate model performance and iterate rapidly, and experiment with new algorithms and model
architectures. This role is based in San Francisco, CA and offers opportunities to work on real-world systems at scale.","PyTorch, Feature Engineering, Model Evaluation, TensorFlow, Python"
0091c581-4ca5-4ce1-a187-ca29dadd161a,Business Intelligence Engineer,Data,Internship,Intern,0 years,healthtech company,"Seattle, WA","We are a healthtech company seeking a Business Intelligence Engineer (Intern) to join our team. You will build
dashboards and reports for stakeholders, analyze large datasets to extract actionable insights, and work with
engineering teams to improve data quality. This role is based in Seattle, WA and offers opportunities to work on real-
world systems at scale.","Tableau, Statistics, Python, SQL, A/B Testing"
78f963dc-e931-4a99-ad87-ce838d6fcc70,Distributed Systems Engineer,Backend,Internship,Intern,0 years,cloud infrastructure company,"Seattle, WA","We are a cloud infrastructure company seeking a Distributed Systems Engineer (Intern) to join our team. You will
optimize database queries and system performance, collaborate with frontend and infrastructure teams, and design and
build scalable backend services. This role is based in Seattle, WA and offers opportunities to work on real-world
systems at scale.","Go, Java, Redis, SQL, NoSQL"
589adb95-d165-4ee6-89a2-812ab20ea06f,DevOps Engineer,DevOps,Internship,Intern,0 years,enterprise SaaS company,Hybrid,"We are a enterprise SaaS company seeking a DevOps Engineer (Intern) to join our team. You will improve system
reliability and observability, respond to incidents and perform root-cause analysis, and build and maintain CI/CD
pipelines. This role is based in Hybrid and offers opportunities to work on real-world systems at scale.","Kubernetes, Monitoring, CI/CD, Terraform"
b6dd96d5-4670-4416-ba13-9b9f9e247486,Firmware Engineer,Embedded,Full-time,Mid-Level,0-1 years,cloud infrastructure company,Hybrid,"We are a cloud infrastructure company seeking a Firmware Engineer (Mid-Level) to join our team. You will interface
directly with hardware components, debug low-level issues using logic analyzers and debuggers, and develop firmware for
embedded devices. This role is based in Hybrid and offers opportunities to work on real-world systems at scale.","SPI, RTOS, C++, Microcontrollers, C, I2C, UART"
1b716d46-2834-455a-8c8a-a613f91b1259,Distributed Systems Engineer,Backend,Full-time,Junior,3-5 years,fast-growing startup,Hybrid,"We are a fast-growing startup seeking a Distributed Systems Engineer (Junior) to join our team. You will design and
build scalable backend services, collaborate with frontend and infrastructure teams, and optimize database queries and
system performance. This role is based in Hybrid and offers opportunities to work on real-world systems at scale.","SQL, Go, NoSQL, Redis, Python"
073bff02-0d8e-4b13-88c7-f377cf88b2b9,DevOps Engineer,DevOps,Internship,Intern,0 years,FAANG-scale tech company,"New York, NY","We are a FAANG-scale tech company seeking a DevOps Engineer (Intern) to join our team. You will manage cloud
infrastructure and deployments, build and maintain CI/CD pipelines, and respond to incidents and perform root-cause
analysis. This role is based in New York, NY and offers opportunities to work on real-world systems at scale.","Monitoring, Terraform, Docker, Kubernetes, CI/CD, AWS"
5a5c97f7-8d81-478e-bf67-11258f65f9ed,Platform Engineer,DevOps,Internship,Intern,0 years,AI-first startup,"New York, NY","We are a AI-first startup seeking a Platform Engineer (Intern) to join our team. You will manage cloud infrastructure
and deployments, respond to incidents and perform root-cause analysis, and improve system reliability and observability.
This role is based in New York, NY and offers opportunities to work on real-world systems at scale.","Monitoring, AWS, CI/CD, Docker"
10e381a5-0ca9-47b5-82c7-466efbe46fc8,Firmware Engineer,Embedded,Full-time,New Grad,3-5 years,FAANG-scale tech company,"Boston, MA","We are a FAANG-scale tech company seeking a Firmware Engineer (New Grad) to join our team. You will develop firmware for
embedded devices, interface directly with hardware components, and optimize code for memory and performance constraints.
This role is based in Boston, MA and offers opportunities to work on real-world systems at scale.","UART, SPI, C, C++, RTOS, Microcontrollers, I2C"
f1411aa0-7041-486f-bdb5-a7493d5773fe,Full Stack Engineer,Full Stack,Full-time,Junior,1-3 years,fast-growing startup,"Boston, MA","We are a fast-growing startup seeking a Full Stack Engineer (Junior) to join our team. You will own features end-to-end
from UI to database, design APIs and integrate frontend with backend services, and deploy and monitor production
systems. This role is based in Boston, MA and offers opportunities to work on real-world systems at scale.","Authentication, APIs, Django, Flask"
633633ef-950c-48eb-b60e-eed67b9fe5e5,Web Engineer,Frontend,Full-time,Junior,1-3 years,cloud infrastructure company,Remote,"We are a cloud infrastructure company seeking a Web Engineer (Junior) to join our team. You will translate design
mockups into production-ready code, collaborate closely with designers and product managers, and optimize frontend
performance and bundle sizes. This role is based in Remote and offers opportunities to work on real-world systems at
scale.","JavaScript, Next.js, Accessibility, CSS"
388ffcd9-ae9e-4625-b89a-a52e0cf87335,Business Intelligence Engineer,Data,Internship,Intern,0 years,FAANG-scale tech company,Hybrid,"We are a FAANG-scale tech company seeking a Business Intelligence Engineer (Intern) to join our team. You will analyze
large datasets to extract actionable insights, build dashboards and reports for stakeholders, and work with engineering
teams to improve data quality. This role is based in Hybrid and offers opportunities to work on real-world systems at
scale.","Power BI, Python, A/B Testing, Tableau, SQL"
9369ffe6-c2f1-48c1-a598-750c64852f2b,Software Engineer – Full Stack,Full Stack,Full-time,New Grad,1-3 years,fast-growing startup,"Austin, TX","We are a fast-growing startup seeking a Software Engineer – Full Stack (New Grad) to join our team. You will deploy and
monitor production systems, implement authentication and authorization flows, and own features end-to-end from UI to
database. This role is based in Austin, TX and offers opportunities to work on real-world systems at scale.","APIs, React, SQL, Authentication, Node.js"
a111d555-d4fa-40b1-a97e-82cb6b4383af,Data Analyst,Data,Internship,Intern,0 years,fast-growing startup,Remote,"We are a fast-growing startup seeking a Data Analyst (Intern) to join our team. You will define metrics and KPIs to
guide business decisions, work with engineering teams to improve data quality, and build dashboards and reports for
stakeholders. This role is based in Remote and offers opportunities to work on real-world systems at scale.","Statistics, Python, Power BI, Tableau"
922f0f26-3e0a-4f71-865e-bf5311e0050f,Full Stack Engineer,Full Stack,Full-time,New Grad,1-3 years,healthtech company,"Seattle, WA","We are a healthtech company seeking a Full Stack Engineer (New Grad) to join our team. You will deploy and monitor
production systems, own features end-to-end from UI to database, and implement authentication and authorization flows.
This role is based in Seattle, WA and offers opportunities to work on real-world systems at scale.","Node.js, React, Django, APIs, Authentication, Flask, SQL"
655e0007-ff8d-442a-9786-74ec118d4198,Backend Software Engineer,Backend,Full-time,Mid-Level,1-3 years,FAANG-scale tech company,"Austin, TX","We are a FAANG-scale tech company seeking a Backend Software Engineer (Mid-Level) to join our team. You will optimize
database queries and system performance, design and build scalable backend services, and develop and maintain APIs used
by millions of users. This role is based in Austin, TX and offers opportunities to work on real-world systems at scale.","gRPC, NoSQL, REST, Redis"
025d92f2-3824-482e-8fcf-ec2cd859209f,UI Engineer,Frontend,Internship,Intern,0 years,enterprise SaaS company,"San Francisco, CA","We are a enterprise SaaS company seeking a UI Engineer (Intern) to join our team. You will build responsive and
accessible user interfaces, collaborate closely with designers and product managers, and optimize frontend performance
and bundle sizes. This role is based in San Francisco, CA and offers opportunities to work on real-world systems at
scale.","JavaScript, React, Next.js, CSS, Accessibility, Web Performance, TypeScript"
8f17baf5-2a70-4ebd-a816-67a16487818b,API Engineer,Backend,Internship,Intern,0 years,cloud infrastructure company,"Seattle, WA","We are a cloud infrastructure company seeking a API Engineer (Intern) to join our team. You will collaborate with
frontend and infrastructure teams, optimize database queries and system performance, and develop and maintain APIs used
by millions of users. This role is based in Seattle, WA and offers opportunities to work on real-world systems at scale.","Kafka, Python, NoSQL, REST, gRPC"
32121eee-7379-4fc7-ab50-39ced2c688ce,Machine Learning Engineer,ML,Internship,Intern,0 years,enterprise SaaS company,Remote,"We are a enterprise SaaS company seeking a Machine Learning Engineer (Intern) to join our team. You will experiment with
new algorithms and model architectures, train and deploy machine learning models to production, and evaluate model
performance and iterate rapidly. This role is based in Remote and offers opportunities to work on real-world systems at
scale.","Model Evaluation, Python, PyTorch, Feature Engineering, ML Algorithms"
e0ff3e9c-9185-4613-8dea-63a4008a30da,DevOps Engineer,DevOps,Full-time,New Grad,1-3 years,FAANG-scale tech company,"Boston, MA","We are a FAANG-scale tech company seeking a DevOps Engineer (New Grad) to join our team. You will build and maintain
CI/CD pipelines, manage cloud infrastructure and deployments, and improve system reliability and observability. This
role is based in Boston, MA and offers opportunities to work on real-world systems at scale.","Kubernetes, Monitoring, CI/CD, AWS, Docker"
da3348de-76b8-42a8-a327-d16af51b8b09,AI Engineer,ML,Internship,Intern,0 years,healthtech company,"Austin, TX","We are a healthtech company seeking a AI Engineer (Intern) to join our team. You will collaborate with data engineers on
data pipelines, train and deploy machine learning models to production, and evaluate model performance and iterate
rapidly. This role is based in Austin, TX and offers opportunities to work on real-world systems at scale.","Model Evaluation, Feature Engineering, ML Algorithms, Python"
9afd19a6-4f27-4b45-863a-63f3d3c5cf19,Applied Scientist,ML,Full-time,New Grad,3-5 years,cloud infrastructure company,Remote,"We are a cloud infrastructure company seeking a Applied Scientist (New Grad) to join our team. You will collaborate with
data engineers on data pipelines, evaluate model performance and iterate rapidly, and experiment with new algorithms and
model architectures. This role is based in Remote and offers opportunities to work on real-world systems at scale.","Feature Engineering, TensorFlow, ML Algorithms, PyTorch, Model Evaluation"
d1ec5703-d104-4701-b80d-219e247fc2e3,Backend Software Engineer,Backend,Internship,Intern,0 years,fintech company,"San Francisco, CA","We are a fintech company seeking a Backend Software Engineer (Intern) to join our team. You will collaborate with
frontend and infrastructure teams, develop and maintain APIs used by millions of users, and optimize database queries
and system performance. This role is based in San Francisco, CA and offers opportunities to work on real-world systems
at scale.","Python, NoSQL, Go, SQL, Java, Kafka, Redis"
b5500c84-724b-4e7d-a22e-9f738f238aae,API Engineer,Backend,Internship,Intern,0 years,enterprise SaaS company,"New York, NY","We are a enterprise SaaS company seeking a API Engineer (Intern) to join our team. You will collaborate with frontend
and infrastructure teams, optimize database queries and system performance, and design and build scalable backend
services. This role is based in New York, NY and offers opportunities to work on real-world systems at scale.","Java, REST, Kafka, Go, Redis, SQL, NoSQL"
eef1bb7f-fb38-4488-926b-139979c74c65,UI Engineer,Frontend,Full-time,Junior,3-5 years,fintech company,Hybrid,"We are a fintech company seeking a UI Engineer (Junior) to join our team. You will collaborate closely with designers
and product managers, build responsive and accessible user interfaces, and optimize frontend performance and bundle
sizes. This role is based in Hybrid and offers opportunities to work on real-world systems at scale.","JavaScript, HTML, TypeScript, Web Performance, React, Next.js"
3d749bbc-f3b9-4e2e-9514-3b34fbb7b556,Frontend Engineer,Frontend,Full-time,New Grad,0-1 years,FAANG-scale tech company,"Austin, TX","We are a FAANG-scale tech company seeking a Frontend Engineer (New Grad) to join our team. You will optimize frontend
performance and bundle sizes, translate design mockups into production-ready code, and collaborate closely with
designers and product managers. This role is based in Austin, TX and offers opportunities to work on real-world systems
at scale.","CSS, Web Performance, TypeScript, React"
3ec74605-a602-41a0-9938-9f9e70f717ec,Embedded Software Engineer,Embedded,Full-time,New Grad,1-3 years,fintech company,"Seattle, WA","We are a fintech company seeking a Embedded Software Engineer (New Grad) to join our team. You will develop firmware for
embedded devices, interface directly with hardware components, and optimize code for memory and performance constraints.
This role is based in Seattle, WA and offers opportunities to work on real-world systems at scale.","C++, Microcontrollers, SPI, RTOS, UART, C, I2C"
8906cabe-ca86-410a-8ecc-d864311ae69c,Data Analyst,Data,Full-time,Mid-Level,0-1 years,cloud infrastructure company,"San Francisco, CA","We are a cloud infrastructure company seeking a Data Analyst (Mid-Level) to join our team. You will analyze large
datasets to extract actionable insights, build dashboards and reports for stakeholders, and work with engineering teams
to improve data quality. This role is based in San Francisco, CA and offers opportunities to work on real-world systems
at scale.","Python, A/B Testing, Statistics, Tableau, Power BI, SQL"
1cd7824c-a8f3-4878-8e0a-c4ace690486d,Embedded Software Engineer,Embedded,Full-time,New Grad,1-3 years,healthtech company,Hybrid,"We are a healthtech company seeking a Embedded Software Engineer (New Grad) to join our team. You will optimize code for
memory and performance constraints, interface directly with hardware components, and develop firmware for embedded
devices. This role is based in Hybrid and offers opportunities to work on real-world systems at scale.","I2C, UART, RTOS, Microcontrollers, C++, SPI"
15970f56-1ed2-435b-beb2-6edae25a70bd,Business Intelligence Engineer,Data,Internship,Intern,0 years,healthtech company,Remote,"We are a healthtech company seeking a Business Intelligence Engineer (Intern) to join our team. You will analyze large
datasets to extract actionable insights, build dashboards and reports for stakeholders, and work with engineering teams
to improve data quality. This role is based in Remote and offers opportunities to work on real-world systems at scale.","Power BI, Statistics, A/B Testing, Python"
7680e1c1-6655-4231-8902-0507f74bc587,Software Engineer – Full Stack,Full Stack,Internship,Intern,0 years,cloud infrastructure company,"New York, NY","We are a cloud infrastructure company seeking a Software Engineer – Full Stack (Intern) to join our team. You will own
features end-to-end from UI to database, implement authentication and authorization flows, and design APIs and integrate
frontend with backend services. This role is based in New York, NY and offers opportunities to work on real-world
systems at scale.","APIs, Authentication, Django, Node.js, React, SQL"
455e37e6-04a7-4cc0-a63e-e4d8c47f505d,Firmware Engineer,Embedded,Full-time,Mid-Level,0-1 years,AI-first startup,"Austin, TX","We are a AI-first startup seeking a Firmware Engineer (Mid-Level) to join our team. You will interface directly with
hardware components, optimize code for memory and performance constraints, and develop firmware for embedded devices.
This role is based in Austin, TX and offers opportunities to work on real-world systems at scale.","RTOS, Microcontrollers, I2C, SPI, UART, C"
fe2172cd-2620-40df-9b05-ecc8ecc8fb7a,Firmware Engineer,Embedded,Internship,Intern,0 years,healthtech company,"New York, NY","We are a healthtech company seeking a Firmware Engineer (Intern) to join our team. You will develop firmware for
embedded devices, interface directly with hardware components, and optimize code for memory and performance constraints.
This role is based in New York, NY and offers opportunities to work on real-world systems at scale.","UART, I2C, SPI, C++, Microcontrollers"
b6c3f849-00b9-4842-8dea-8c8ce5ced072,Firmware Engineer,Embedded,Full-time,Mid-Level,1-3 years,AI-first startup,Remote,"We are a AI-first startup seeking a Firmware Engineer (Mid-Level) to join our team. You will debug low-level issues
using logic analyzers and debuggers, interface directly with hardware components, and optimize code for memory and
performance constraints. This role is based in Remote and offers opportunities to work on real-world systems at scale.","RTOS, C++, UART, Microcontrollers, I2C"
0d365f3b-4190-4640-ab13-268ab6ac1250,Data Analyst,Data,Internship,Intern,0 years,FAANG-scale tech company,Hybrid,"We are a FAANG-scale tech company seeking a Data Analyst (Intern) to join our team. You will work with engineering teams
to improve data quality, define metrics and KPIs to guide business decisions, and build dashboards and reports for
stakeholders. This role is based in Hybrid and offers opportunities to work on real-world systems at scale.","Power BI, A/B Testing, SQL, Python, Tableau, Statistics"
b38e8fbd-c981-47df-98d5-afba3a9ab0f9,Data Analyst,Data,Full-time,New Grad,0-1 years,enterprise SaaS company,"Austin, TX","We are a enterprise SaaS company seeking a Data Analyst (New Grad) to join our team. You will work with engineering
teams to improve data quality, build dashboards and reports for stakeholders, and analyze large datasets to extract
actionable insights. This role is based in Austin, TX and offers opportunities to work on real-world systems at scale.","Tableau, Python, Statistics, A/B Testing, SQL, Power BI"
2686ee8d-1a00-4fbd-9fbf-128d49cf1e57,Full Stack Engineer,Full Stack,Full-time,Junior,1-3 years,fast-growing startup,Hybrid,"We are a fast-growing startup seeking a Full Stack Engineer (Junior) to join our team. You will deploy and monitor
production systems, implement authentication and authorization flows, and design APIs and integrate frontend with
backend services. This role is based in Hybrid and offers opportunities to work on real-world systems at scale.","SQL, Node.js, Flask, React, Authentication"
2f234f04-5d23-48f9-bd9a-e6a77ac248ce,Business Intelligence Engineer,Data,Internship,Intern,0 years,fintech company,Remote,"We are a fintech company seeking a Business Intelligence Engineer (Intern) to join our team. You will define metrics and
KPIs to guide business decisions, work with engineering teams to improve data quality, and analyze large datasets to
extract actionable insights. This role is based in Remote and offers opportunities to work on real-world systems at
scale.","Power BI, Python, Statistics, SQL"
